year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Dakar
2004,6,2,13,15,12.22,-12.58,10.24,-16.98,14,-5,14,-5,14,-5,10201,56,0,0,0,5575,15100,0,0,0,156.08,180.71,430,430,430,0
2004,6,2,13,30,12.26,-12.62,10.24,-17.07,14,-5,14,-5,14,-5,10015,135,0,0,0,4675,7500,0,0,0,156.01,179.36,430,430,430,0
2004,6,2,13,45,12.22,-12.62,10.38,-17.12,14,-5,14,-5,14,-5,121,70,0,0,0,9875,2875,0,0,0,152,179.41,430,430,430,0
2004,6,2,14,0,10.42,-17.12,12.22,-12.58,14,-5,14,-5,14,-5,146,226,0,0,0,10725,5775,0,0,0,150,180.71,430,430,430,0
2004,6,2,14,15,10.51,-17.16,12.26,-12.53,14,-5,14,-5,14,-5,211,245,0,0,0,2175,5550,0,0,0,147,182.02,430,430,430,0
2004,6,2,14,30,12.26,-12.49,10.56,-17.21,14,-5,14,-5,14,-5,292,178,0,0,0,7800,5075,0,0,0,145.01,182.92,430,430,430,0
2004,6,2,14,45,10.6,-17.21,12,-13.03,12.26,-12.44,14,-5,14,-5,181,247,319,0,0,1250,700,3050,0,0,144.01,171.42,184.7,430,430,0
2004,6,2,15,0,10.69,-17.25,12.04,-13.07,12.31,-12.44,14,-5,14,-5,145,406,420,0,0,9950,4775,1525,0,0,141.06,169.5,183.81,430,430,0
2004,6,2,15,45,11.46,-13.61,12.26,-13.48,14,-5,14,-5,14,-5,646,594,0,0,0,12500,1850,0,0,0,153.39,166.35,430,430,430,0
2004,6,2,16,0,12.13,-12.85,11.82,-13.66,14,-5,14,-5,14,-5,799,492,0,0,0,14525,2575,0,0,0,157.11,173.91,430,430,430,0
2004,6,2,16,15,11.77,-13.7,12.13,-12.76,14,-5,14,-5,14,-5,456,578,0,0,0,17675,1850,0,0,0,156.85,177.37,430,430,430,0
2004,6,2,16,30,11.68,-13.84,12.08,-12.71,14,-5,14,-5,14,-5,706,864,0,0,0,19925,4525,0,0,0,155.05,178.73,430,430,430,0
2004,6,2,17,0,11.82,-13.12,12.44,-13.75,14,-5,14,-5,14,-5,932,496,0,0,0,19600,1975,0,0,0,142.58,171.47,430,430,430,0
2004,6,2,17,15,11.37,-13.88,12.44,-13.79,11.86,-13.03,14,-5,14,-5,1419,1167,1682,0,0,7300,11025,2425,0,0,141.74,161.23,173.62,430,430,0
2004,6,2,17,30,11.28,-13.88,11.82,-13.03,12.49,-13.79,14,-5,14,-5,1741,1514,1527,0,0,6200,5725,1425,0,0,140.66,163.38,174.75,430,430,0
2004,6,2,17,45,11.82,-12.98,12.31,-14.29,12.53,-13.79,11.91,-14.56,11.28,-13.97,1368,1549,1395,1654,969,575,1475,5350,8650,1150,130.1,132.28,140.13,161.32,175.57,0
2004,6,2,18,0,11.28,-14.02,11.95,-14.6,11.82,-12.94,12.58,-13.79,14,-5,1360,1900,1248,1527,0,7025,3350,5875,275,0,130.86,139.09,159.96,177.23,430,0
2004,6,2,18,15,12.22,-14.51,11.28,-14.06,12.58,-13.79,14,-5,14,-5,1347,1982,1939,0,0,9250,1850,4275,0,0,125.99,139.09,159.29,430,430,0
2004,6,2,18,30,12.13,-14.6,11.23,-14.15,12.58,-13.79,14,-5,14,-5,1676,2104,1720,0,0,11150,675,3425,0,0,125.87,139.09,158.8,430,430,0
2004,6,2,18,45,12.04,-14.69,11.23,-14.15,14,-5,14,-5,14,-5,1309,1743,0,0,0,12900,3525,0,0,0,126.62,158.8,430,430,430,0
2004,6,2,19,0,11.19,-14.2,11.95,-14.74,14,-5,14,-5,14,-5,1604,1432,0,0,0,14850,3600,0,0,0,127.48,159.02,430,430,430,0
2004,6,2,19,15,11.1,-14.29,12.31,-14.92,14,-5,14,-5,14,-5,2055,1756,0,0,0,17625,3675,0,0,0,114.56,159.46,430,430,430,0
2004,6,2,19,30,12.31,-14.87,11.1,-14.29,14,-5,14,-5,14,-5,1603,1751,0,0,0,18800,3350,0,0,0,115.26,159.46,430,430,430,0
2004,6,2,19,45,12.4,-14.87,11.1,-14.24,14,-5,14,-5,14,-5,847,1037,0,0,0,18775,10125,0,0,0,113.15,160.08,430,430,430,0
2004,6,2,20,0,11.1,-14.24,11.32,-14.06,12.49,-14.83,12.49,-14.11,14,-5,1508,1742,1404,1000,0,15975,15975,1925,1925,0,112.54,131.49,158.55,160.08,430,0
2004,6,3,16,30,11.82,-12.98,11.37,-13.43,14,-5,14,-5,14,-5,270,225,0,0,0,175,6300,0,0,0,172.82,175.57,430,430,430,0
2004,6,3,16,45,14.38,-12.76,13.84,-13.75,11.86,-12.98,11.41,-13.52,14,-5,199,59,396,330,0,1875,52550,950,6450,0,126.15,158.26,169.25,174.45,430,0
2004,6,3,17,0,13.88,-13.75,14.38,-12.8,11.86,-13.03,11.5,-13.61,14,-5,63,143,484,479,0,52650,9350,2725,8600,0,125.93,157.26,165.01,173.62,430,0
2004,6,3,17,15,13.88,-13.79,14.42,-12.8,11.5,-13.66,14,-5,14,-5,143,201,408,0,0,16625,2725,15400,0,0,124.74,157.16,163.53,430,430,0
2004,6,3,17,30,13.88,-13.84,14.38,-12.98,11.55,-13.75,12.4,-13.12,14,-5,163,203,304,651,0,12525,3475,8275,8325,0,122.78,151.27,160.64,162.01,430,0
2004,6,3,17,45,14.42,-13.03,13.88,-13.88,12.49,-13.16,11.59,-13.79,14,-5,365,190,704,429,0,6200,2975,8600,8750,0,121.81,149.16,158.55,158.82,430,0
2004,6,3,18,0,14.56,-12.8,13.88,-13.93,12.49,-13.16,11.64,-13.88,14,-5,281,538,198,477,0,6075,10125,2075,10050,0,119.85,155.67,157.01,158.82,430,0
2004,6,3,18,15,13.48,-13.84,12.31,-13.3,11.64,-14.02,14.56,-12.8,14,-5,232,446,532,236,0,8975,10975,8975,10900,0,125.87,152.04,157.01,157.95,430,0
2004,6,3,18,30,13.61,-13.34,11.68,-14.06,12.98,-14.38,13.43,-13.88,12.49,-13.52,963,974,555,1013,924,625,9225,225,12150,11600,115.6,125.25,141.65,148.35,149.93,0
2004,6,3,18,45,14.24,-13.84,13.7,-13.39,13.03,-14.38,13.43,-13.93,11.5,-14.83,665,526,783,865,623,12475,1700,5775,2150,1400,115.1,121.81,123.37,137.41,138.97,0
2004,6,3,19,0,12.35,-13.7,13.48,-13.88,11.28,-14.11,13.07,-14.38,11.55,-14.78,897,716,1150,443,868,4225,7175,3025,18525,4775,114.13,124.92,137,145.61,157.95,0
2004,6,3,19,15,11.68,-14.83,13.12,-14.42,12.76,-13.75,13.66,-13.75,12.71,-13.16,959,1152,930,1128,1389,5475,6850,5050,15175,425,112.29,127.61,131.82,137.83,156.11,0
2004,6,3,19,30,13.16,-14.47,12.85,-13.79,11.73,-14.83,11.28,-14.2,13.66,-13.93,1697,2791,1760,1727,2214,6500,6725,6375,15575,8050,110.06,121.84,131.03,134.65,155.97,0
2004,6,3,19,45,13.16,-14.6,12.22,-14.11,12.94,-13.88,11.73,-14.83,13.7,-14.02,1116,2203,1801,1774,1651,6300,6200,5725,12525,4875,105.68,118.68,131.03,131.49,136.65,0
2004,6,3,20,0,13.93,-13.66,13.25,-14.78,11.77,-14.83,12.26,-14.24,12.89,-14.11,2454,3125,1889,2602,2784,9175,15450,2175,1175,3100,99.85,124.91,129.44,130.1,132.28,0
2004,6,3,20,15,12.26,-14.33,12.94,-14.15,11.19,-14.02,13.25,-14.83,11.77,-14.83,2554,960,135,2655,1915,7550,17675,7150,3500,11150,98.11,122.67,129.83,130.1,162.94,0
2004,6,3,20,30,13.61,-15.36,13.03,-14.29,11.82,-14.83,13.39,-14.92,12.31,-14.42,1924,2171,2010,2876,2059,11125,11125,19800,6300,3900,77.41,93.06,117.72,127.02,129.32,0
2004,6,3,20,45,11.82,-14.87,13.52,-14.69,13.43,-13.84,13.12,-14.38,12.53,-14.51,2422,3023,3073,2551,2229,13225,1575,9800,12150,4625,98.09,113.18,119.63,126.19,128.06,0
2004,6,3,21,0,11.82,-15.09,12.58,-14.6,12.98,-15.23,12.94,-13.61,13.43,-13.88,2061,1982,879,3487,3007,16125,11025,4875,2275,5675,92.31,116.66,123.22,125.25,139.13,0
2004,6,3,21,15,11.82,-15.18,12.98,-15.27,12.31,-14.87,13.66,-15.59,13.61,-14.65,2815,2203,2926,2634,1179,11450,11450,5650,10825,4625,69.46,90.79,98.79,115.26,121.49,0
2004,6,3,21,30,12.89,-15.32,13.75,-15.59,11.82,-15.27,13.7,-14.6,12.31,-14.92,1492,1348,3442,3530,2726,2350,14050,5850,3650,4750,68,91.29,99.62,114.56,119.82,0
2004,6,3,21,45,13.34,-13.97,12.35,-15.05,13.84,-15.63,13.75,-14.65,11.77,-15.41,2077,2236,1456,3479,183,2575,5175,24400,4100,4925,65.74,97.41,110.39,118.51,122.93,0
2004,6,3,22,0,13.84,-15.72,13.39,-14.02,11.73,-15.45,12.49,-15.27,13.84,-14.69,2366,3392,3357,3273,3239,1925,2175,26100,1775,525,63.06,95.21,101.98,119.2,121.26,0
2004,6,3,22,15,13.84,-15.05,11.59,-14.87,12.26,-15.27,11.82,-15.5,14,-5,2175,2995,3362,2538,0,1025,28300,600,6250,0,84.15,107.45,116.11,134.4,430,0
2004,6,3,22,30,12.89,-14.56,12.49,-15.5,11.64,-15.09,13.97,-15,14,-5,3332,2717,2340,3305,0,2375,16875,5200,6250,0,84.48,96.83,111.22,128.14,430,0
2004,6,3,22,45,14.02,-14.96,12.94,-14.47,13.16,-16.13,11.86,-15.63,12.49,-15.54,2851,1630,4191,3570,2423,2550,2150,2475,800,16275,67.01,85.16,96.21,111.89,113.21,0
2004,6,3,23,0,14.33,-15.59,12.22,-15.41,13.03,-14.42,11.77,-15.63,12.22,-14.74,1909,2240,2845,4131,4453,625,7325,9200,2175,4175,63.15,106.02,113.37,114.53,120.92,0
2004,6,3,23,15,11.68,-15.63,14.47,-15.59,13.07,-14.38,12.4,-16.08,12.17,-15.54,2848,3479,3948,3473,2676,1450,1475,3900,7125,4300,62.39,88.55,104.56,114.13,118.07,0
2004,6,3,23,30,11.5,-15.14,11.68,-15.63,13.16,-14.42,12.44,-16.22,14.51,-15.63,3849,3820,3652,2725,2292,875,2075,4075,6825,1525,61.2,85.91,111.83,118.07,131.23,0
2004,6,3,23,45,12.4,-16.4,11.68,-15.63,13.16,-14.47,12.31,-14.56,14,-5,2615,2764,2735,4085,0,1125,900,10250,725,0,85.09,110.06,118.07,123.24,430,0
2004,6,4,0,0,12,-15.72,12.44,-16.53,12.35,-14.51,14,-5,14,-5,3974,1015,4314,0,0,775,11375,1575,0,0,81.91,106.94,123.43,430,430,0
2004,6,4,0,30,13.21,-16.49,11.95,-15.68,14,-5,14,-5,14,-5,4681,4719,0,0,0,400,11725,0,0,0,58.67,108.78,430,430,430,0
2004,6,4,1,0,12.62,-16.13,11.86,-16.08,14,-5,14,-5,14,-5,1536,4436,0,0,0,4675,9750,0,0,0,81.88,105.48,430,430,430,0
2004,6,4,1,15,12.62,-16.26,11.91,-16.17,14,-5,14,-5,14,-5,3049,3717,0,0,0,3550,10825,0,0,0,80.06,103.46,430,430,430,0
2004,6,4,1,30,12.62,-16.4,11.82,-16.31,14,-5,14,-5,14,-5,2207,3937,0,0,0,425,11300,0,0,0,78,104.69,430,430,430,0
2004,6,4,2,15,12.31,-16.35,11.68,-16.62,14,-5,14,-5,14,-5,2659,3120,0,0,0,3075,7975,0,0,0,88.6,106.89,430,430,430,0
2004,6,4,2,30,12.31,-16.44,11.68,-16.62,14,-5,14,-5,14,-5,2200,2534,0,0,0,3050,7525,0,0,0,87.6,106.89,430,430,430,0
2004,6,4,2,45,12.31,-16.49,11.68,-16.71,14,-5,14,-5,14,-5,2096,2128,0,0,0,1275,7000,0,0,0,86.98,106.37,430,430,430,0
2004,6,4,4,15,11.73,-16.67,11.86,-17.16,14,-5,14,-5,14,-5,1265,863,0,0,0,675,2825,0,0,0,99.02,105.55,430,430,430,0
2004,6,4,4,30,11.68,-16.71,11.86,-17.21,14,-5,14,-5,14,-5,971,841,0,0,0,650,1875,0,0,0,99.01,106.37,430,430,430,0
2004,6,4,4,45,11.82,-17.16,11.68,-16.76,14,-5,14,-5,14,-5,615,973,0,0,0,625,600,0,0,0,101.02,106.21,430,430,430,0
2004,6,4,18,45,11.5,-12.53,13.93,-10.02,14,-5,14,-5,14,-5,246,358,0,0,0,1925,4150,0,0,0,194.16,254.04,430,430,430,0
2004,6,4,19,0,11.68,-12.67,13.93,-10.15,14,-5,14,-5,14,-5,202,352,0,0,0,3925,17075,0,0,0,187.49,249.16,430,430,430,0
2004,6,4,19,15,11.73,-12.76,13.97,-10.29,14,-5,14,-5,14,-5,330,488,0,0,0,6275,21100,0,0,0,183.88,243.99,430,430,430,0
2004,6,4,19,30,11.68,-12.53,13.75,-10.47,14,-5,14,-5,14,-5,237,649,0,0,0,20100,26075,0,0,0,191.67,238.89,430,430,430,0
2004,6,4,19,45,11.73,-12.58,13.66,-10.51,14,-5,14,-5,14,-5,250,854,0,0,0,6425,1850,0,0,0,188.9,237.31,430,430,430,0
2004,6,4,20,0,11.73,-12.58,13.57,-10.6,14,-5,14,-5,14,-5,310,512,0,0,0,5925,27050,0,0,0,188.9,233.94,430,430,430,0
2004,6,4,20,15,11.37,-12.22,11.77,-12.62,13.57,-10.74,14.11,-10.11,14,-5,466,257,1276,1304,0,5875,3525,1250,3875,0,186.99,206.07,229.84,250.58,430,0
2004,6,4,20,30,11.77,-12.67,13.52,-10.96,14,-5,14,-5,14,-5,472,1265,0,0,0,11650,26125,0,0,0,185.3,222.27,430,430,430,0
2004,6,4,20,45,11.77,-12.67,13.52,-11.1,14,-5,14,-5,14,-5,512,1265,0,0,0,1750,25750,0,0,0,185.3,217.35,430,430,430,0
2004,6,4,21,0,11.77,-12.67,13.52,-11.19,14,-5,14,-5,14,-5,532,1497,0,0,0,14500,26300,0,0,0,185.3,214.39,430,430,430,0
2004,6,4,21,15,11.37,-12.49,13.34,-11.28,14,-5,14,-5,14,-5,492,1659,0,0,0,12600,17900,0,0,0,198.67,212.6,430,430,430,0
2004,6,4,21,30,11.37,-12.53,13.25,-11.37,14,-5,14,-5,14,-5,385,595,0,0,0,8525,16625,0,0,0,197.04,209.57,430,430,430,0
2004,6,4,21,45,11.37,-12.53,13.16,-11.32,14,-5,14,-5,14,-5,372,1337,0,0,0,7600,16625,0,0,0,197.04,212.22,430,430,430,0
2004,6,4,22,0,11.46,-12.53,13.61,-10.24,13.43,-11.77,14,-5,14,-5,233,2011,709,0,0,6225,17400,550,0,0,195.3,195.35,246.5,430,430,0
2004,6,4,22,15,11.46,-12.53,13.34,-11.95,13.07,-11.01,13.61,-10.2,14,-5,875,211,1251,1271,0,4450,975,10725,2050,0,189.42,195.3,222.65,248.48,430,0
2004,6,4,22,30,11.5,-12.53,13.03,-11.01,13.3,-12.04,14,-5,14,-5,2034,367,1191,0,0,6125,2725,9650,0,0,186.75,194.16,222.89,430,430,0
2004,6,4,22,45,13.3,-11.05,13.34,-12.22,14,-5,14,-5,14,-5,1620,1544,0,0,0,6150,5225,0,0,0,180.69,219.87,430,430,430,0
2004,6,4,23,0,11.23,-11.55,13.34,-12.35,13.25,-11.14,14,-5,14,-5,1130,1324,96,0,0,2925,2525,4475,0,0,175.86,217.37,227.59,430,430,0
2004,6,4,23,15,11.23,-11.59,14.38,-10.2,13.16,-11.23,14,-5,14,-5,1507,163,1161,0,0,200,4650,525,0,0,215.13,226.74,247.13,430,430,0
2004,6,5,0,0,11.28,-11.73,13.3,-13.07,14.38,-10.47,14,-5,14,-5,777,244,1892,0,0,1275,6175,150,0,0,152.43,221.96,238.13,430,430,0
2004,6,5,0,15,11.28,-11.77,13.3,-13.07,14,-5,14,-5,14,-5,771,175,0,0,0,2950,6050,0,0,0,152.43,220.27,430,430,430,0
2004,6,5,0,30,11.28,-11.77,13.3,-13.03,14,-5,14,-5,14,-5,1289,153,0,0,0,2575,5375,0,0,0,154.33,220.27,430,430,430,0
2004,6,5,0,45,11.28,-11.82,13.34,-12.98,14,-5,14,-5,14,-5,903,261,0,0,0,1650,4675,0,0,0,154.69,219.43,430,430,430,0
2004,6,5,1,0,11.28,-11.86,13.39,-12.98,14,-5,14,-5,14,-5,862,111,0,0,0,975,2975,0,0,0,154.4,217.75,430,430,430,0
2004,6,5,17,45,10.24,-11.82,11.14,-13.21,10.96,-10.33,14,-5,14,-5,60,32,66,0,0,10525,10525,10525,0,0,183.37,239.82,268.96,430,430,0
2004,6,5,18,0,10.96,-10.33,10.33,-11.82,11.19,-13.21,14,-5,14,-5,133,64,50,0,0,15500,10750,10750,0,0,182.04,237.26,268.96,430,430,0
2004,6,5,18,15,10.33,-11.86,10.83,-10.6,11.19,-13.25,14,-5,14,-5,192,116,190,0,0,10100,9975,7225,0,0,181.29,236.48,263.09,430,430,0
2004,6,5,18,30,10.38,-11.91,11.19,-13.3,10.83,-10.65,14,-5,14,-5,245,150,261,0,0,2100,14225,8325,0,0,179.81,234.31,261.37,430,430,0
2004,6,5,18,45,10.38,-11.91,11.19,-13.34,10.83,-10.65,14,-5,14,-5,268,158,283,0,0,10500,6050,10500,0,0,179.01,234.31,261.37,430,430,0
2004,6,5,19,0,10.42,-12,10.42,-11.14,11.14,-13.43,10.83,-10.65,14,-5,288,169,264,312,0,11150,11150,1300,7750,0,177.52,230.72,254.47,261.37,430,0
2004,6,5,19,15,10.42,-12,10.87,-10.6,11.28,-13.39,14,-5,14,-5,380,176,378,0,0,16075,10575,14425,0,0,175.57,230.72,262.59,430,430,0
2004,6,5,19,30,10.42,-12,10.65,-11.01,11.28,-13.39,14,-5,14,-5,441,184,328,0,0,18075,13950,18125,0,0,175.57,230.72,254.06,430,430,0
2004,6,5,19,45,11.32,-13.48,10.33,-12.53,10.74,-10.87,14,-5,14,-5,421,514,561,0,0,20900,9725,20425,0,0,172.68,219.24,256.63,430,430,0
2004,6,5,20,0,11.37,-12.44,10.78,-10.78,11.23,-13.93,10.33,-12.58,14,-5,541,363,573,535,0,9075,4650,9075,22325,0,163.47,199.48,218.52,258.12,430,0
2004,6,5,20,15,11.37,-12.53,11.41,-13.61,10.33,-12.62,10.38,-11.68,14,-5,842,567,1912,2107,0,22950,8025,11750,24975,0,167.03,197.04,217.09,240.51,430,0
2004,6,5,20,30,10.38,-11.77,10.33,-12.62,10.96,-13.25,11.41,-12.53,11.28,-14.06,4826,3463,4166,3086,2464,18650,3400,11750,13825,24725,159.29,186,195.88,217.09,238.17,0
2004,6,5,20,45,10.33,-12.58,11.46,-12.49,10.83,-10.83,11.28,-14.15,14,-5,4897,2789,2644,4449,0,18975,15000,21000,12650,0,157.29,196.95,218.52,256.22,430,0
2004,6,5,21,0,11.5,-12.44,11.32,-14.29,10.24,-12.13,14,-5,14,-5,3019,2091,3488,0,0,17875,16775,72075,0,0,153.26,196.64,231.54,430,430,0
2004,6,5,21,15,11.55,-12.44,10.24,-12.22,11.32,-14.38,10.83,-10.78,14,-5,4720,66,3815,5443,0,16850,5525,39350,39500,0,151.34,196.09,229.32,257.93,430,0
2004,6,5,21,30,10.29,-13.79,11.41,-14.29,11.5,-12.58,14,-5,14,-5,1833,1575,4411,0,0,16775,43850,16975,0,0,150.99,191.6,193.34,430,430,0
2004,6,5,21,45,11.59,-12.62,10.29,-13.93,11.46,-14.29,10.11,-12.62,10.83,-10.69,3554,3140,2178,3626,5423,16800,22075,14275,22875,11850,149.48,188.67,189.99,222.77,260.51,0
2004,6,5,22,0,10.47,-11.82,11.64,-12.62,10.29,-14.11,11.55,-14.29,10.06,-12.76,5014,3945,3842,5765,3448,15100,25050,9600,9975,14725,147.92,185.27,188.88,220.05,235.51,0
2004,6,5,22,15,10.74,-12.18,11.73,-12.71,10.29,-14.24,11.64,-14.29,10.06,-12.85,4440,4229,2797,6553,2502,13375,32075,12175,4650,425,145.73,183.08,184.72,218.01,219.11,0
2004,6,5,22,30,10.65,-12.4,11.77,-14.24,10.6,-10.74,11.86,-12.8,10.24,-14.47,4954,6402,6112,2702,5692,9325,60025,10450,8800,5675,143.54,179.74,180.31,215.52,262.99,0
2004,6,5,22,45,11.37,-12.09,11.23,-14.2,11.95,-12.85,10.24,-14.6,11.91,-14.15,5558,5014,5397,5532,3837,4175,6850,8050,49450,425,142.27,157.49,177.02,177.26,210.24,0
2004,6,5,23,0,11.59,-13.57,10.24,-14.74,11.95,-14.2,11.37,-14.29,12,-12.8,3887,5333,1981,3850,6721,1375,6325,175,25350,5725,140.12,151.74,164.44,175.78,177.67,0
2004,6,5,23,15,11.5,-14.29,11.41,-12.22,11.55,-13.79,10.29,-14.87,12,-12.8,597,5461,6212,7042,5203,5175,875,26000,4125,7075,148.73,159.91,172.18,177.67,204.96,0
2004,6,5,23,30,12.08,-12.85,10.38,-15,11.77,-13.39,11.59,-13.88,11.59,-14.29,7846,7428,5115,2088,34,8325,8325,2200,28775,16750,146.45,156.35,165.41,167.29,174.93,0
2004,6,5,23,45,11.91,-13.39,10.65,-11.64,11.68,-14.29,12.17,-12.85,11.46,-12.09,7961,3074,7968,7986,4765,8025,2625,350,10275,1325,144.28,162.41,173.77,208.08,236.01,0
2004,6,6,0,0,11.95,-13.39,10.47,-15.23,11.46,-12.31,10.69,-11.59,11.82,-14.33,8388,4687,3436,6403,8013,4850,38275,1825,11075,775,140.01,161.64,161.82,201.36,236.45,0
2004,6,6,0,15,11.23,-14.33,11.46,-12.22,14,-5,14,-5,14,-5,5472,5984,0,0,0,325,10400,0,0,0,154.3,203.87,430,430,430,0
2004,6,6,0,30,10.24,-11.05,11.5,-12.18,11.37,-14.29,14,-5,14,-5,6612,6594,6030,0,0,3300,9225,175,0,0,151.74,205.01,260.42,430,430,0
