year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5
2006,7,7,1,0,16.951333,-12.009777,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,206.1553,430,430,430,430
2006,6,27,3,0,16.388685,-13.653238,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,144.9966,430,430,430,430
2019,6,24,3,0,11.766703,-10.652331,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,247.5419,430,430,430,430
2015,8,31,3,0,14.736677,-15.230097,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,74.027,430,430,430,430
2014,9,11,15,0,12.110228,-10.688676,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,241.5968,430,430,430,430
2015,6,9,9,0,13.357884,-13.678468,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,132.2573,430,430,430,430
2008,6,18,14,0,14.867537,-11.390001,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,206.1553,430,430,430,430
2006,8,27,5,0,14.988505,-16.586303,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,31.6228,430,430,430,430
2016,6,28,22,0,14.730059,-14.085871,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,113.0398,430,430,430,430
2010,6,9,22,0,14.383262,-12.403835,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,170.2381,430,430,430,430
2004,6,25,4,0,11.966489,-16.506983,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,98.9545,430,430,430,430
2016,6,13,1,0,10.884665,-15.807526,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,140.4066,430,430,430,430
2006,7,24,5,0,10.082,-12.965122,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,215.4252,430,430,430,430
2018,7,5,11,0,12.361378,-16.501708,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,85.7263,430,430,430,430
2019,8,18,10,0,10.762304,-15.729954,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,145.7841,430,430,430,430
2017,7,2,11,0,11.719395,-15.71517,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,115.395,430,430,430,430
2010,9,19,22,0,13.771279,-13.604025,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,130.7287,430,430,430,430
2008,8,27,18,0,16.760905,-10.091922,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,265.5202,430,430,430,430
2014,9,9,17,0,10.390945,-16.143054,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,155.541,430,430,430,430
2019,8,23,21,0,15.146491,-16.708267,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,30.5287,430,430,430,430
2011,9,18,7,0,16.961167,-16.260781,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,91.0659,430,430,430,430
2011,7,2,13,0,15.93404,-12.775836,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,166.9042,430,430,430,430
2005,8,6,14,0,16.391084,-17.75002,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,58.1378,430,430,430,430
2004,6,18,18,0,11.836592,-12.36298,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,193.2796,430,430,430,430
2008,8,30,8,0,10.7005,-17.755284,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,142.5553,430,430,430,430
2012,6,5,11,0,12.857079,-13.281744,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,149.8833,430,430,430,430
2011,8,5,11,0,10.417782,-17.474691,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,151.5586,430,430,430,430
2007,8,5,21,0,10.348009,-14.838794,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,171.2834,430,430,430,430
2014,9,6,22,0,15.347416,-16.415783,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,43.0465,430,430,430,430
2009,7,22,21,0,17.010132,-14.540887,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,131.8218,430,430,430,430
2017,9,26,12,0,14.957132,-15.676586,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,60.6712,430,430,430,430
2019,7,6,23,0,14.922037,-10.37072,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,241.2074,430,430,430,430
2009,6,10,3,0,13.584118,-16.343601,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,51.7397,430,430,430,430
2012,8,31,2,0,13.402938,-14.443406,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,107.4244,430,430,430,430
2013,8,2,8,0,14.06094,-13.794134,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,122.8088,430,430,430,430
2011,6,16,2,0,10.339434,-16.684647,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,154.6351,430,430,430,430
2007,6,7,10,0,13.601817,-12.336231,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,173.9799,430,430,430,430
2005,6,31,19,0,16.220703,-11.783176,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,202.608,430,430,430,430
2006,8,9,2,0,14.02223,-10.346019,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,240.917,430,430,430,430
2011,7,16,22,0,12.65499,-14.148335,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,127.5813,430,430,430,430
2014,6,15,9,0,15.986992,-11.137284,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,222.0315,430,430,430,430
2018,9,20,11,0,13.31568,-11.210524,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,214.0023,430,430,430,430
2018,9,2,11,0,13.556568,-12.274023,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,176.1477,430,430,430,430
2009,7,16,16,0,10.067587,-17.798389,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,165.7468,430,430,430,430
2012,6,12,16,0,17.523604,-17.182896,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,98.8433,430,430,430,430
2011,8,25,21,0,15.295742,-15.73393,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,62.6259,430,430,430,430
2016,9,20,4,0,11.606739,-14.893327,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,133.2216,430,430,430,430
2015,6,21,5,0,17.407213,-13.437806,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,171.6799,430,430,430,430
2016,7,3,11,0,17.333717,-12.381886,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,200.8308,430,430,430,430
2008,7,21,12,0,14.009732,-13.951305,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,118.2582,430,430,430,430
2017,9,26,13,0,11.750566,-17.962692,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,107.2007,430,430,430,430
2018,8,22,4,0,13.34269,-13.492991,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,137.8985,430,430,430,430
2015,9,13,0,0,17.012495,-12.579321,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,188.7432,430,430,430,430
2015,8,30,18,0,16.738664,-10.59071,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,248.9438,430,430,430,430
2006,8,4,6,0,17.528927,-11.471847,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,231.6916,430,430,430,430
2015,8,29,3,0,11.051157,-15.22696,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,143.5584,430,430,430,430
2018,9,5,7,0,11.66802,-11.060948,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,235.682,430,430,430,430
2007,7,7,11,0,16.338642,-15.207987,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,98.2293,430,430,430,430
2017,8,25,5,0,14.553124,-11.558948,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,199.0226,430,430,430,430
2004,6,16,1,0,16.66529,-16.353651,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,80.455,430,430,430,430
2012,7,15,2,0,15.845442,-11.572687,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,206.3201,430,430,430,430
2012,7,23,22,0,10.345032,-17.142501,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,154.013,430,430,430,430
2015,7,17,23,0,13.480669,-16.23295,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,56.7274,430,430,430,430
2019,8,22,0,0,17.044977,-12.2425,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,200.0325,430,430,430,430
2008,7,28,18,0,15.704058,-11.841123,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,195.5326,430,430,430,430
2004,8,18,22,0,12.645976,-16.171118,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,80.9506,430,430,430,430
2013,6,22,4,0,15.010752,-14.684166,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,94.7629,430,430,430,430
2006,6,11,1,0,17.494249,-12.860381,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,189.3357,430,430,430,430
2008,8,22,15,0,13.095203,-11.159043,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,216.8317,430,430,430,430
2013,9,31,16,0,13.046341,-16.573521,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,62.7694,430,430,430,430
2013,7,31,10,0,16.253275,-14.222331,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,125.6742,430,430,430,430
2005,6,6,19,0,12.075843,-12.460806,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,186.1961,430,430,430,430
2009,8,16,14,0,17.843881,-16.029971,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,122.5887,430,430,430,430
2019,9,7,20,0,16.32195,-11.901318,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,200.5692,430,430,430,430
2013,7,24,17,0,10.960318,-11.288779,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,239.6769,430,430,430,430
2009,6,30,4,0,13.693911,-16.993749,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,37.0,430,430,430,430
2014,9,8,9,0,14.290748,-15.627898,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,61.6117,430,430,430,430
2010,9,11,16,0,11.405794,-17.366095,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,116.211,430,430,430,430
2004,6,3,22,0,11.591193,-14.563291,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,139.9464,430,430,430,430
2014,6,17,18,0,15.134494,-17.300967,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,16.1555,430,430,430,430
2009,9,10,9,0,15.725845,-17.186042,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,37.0,430,430,430,430
2017,6,22,21,0,11.404793,-12.293428,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,203.0271,430,430,430,430
2012,6,28,12,0,17.082109,-10.134893,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,267.8451,430,430,430,430
2019,8,31,15,0,15.223256,-14.178109,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,112.6144,430,430,430,430
2012,9,10,19,0,10.7023,-13.528394,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,186.3572,430,430,430,430
2008,9,17,16,0,11.449202,-13.884784,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,159.1006,430,430,430,430
2013,8,30,4,0,14.871441,-11.3343,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,208.1538,430,430,430,430
2004,8,19,15,0,12.590005,-10.089103,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,257.28,430,430,430,430
2012,7,5,8,0,17.959602,-11.390793,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,242.062,430,430,430,430
2016,8,22,4,0,15.55322,-12.130642,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,184.7918,430,430,430,430
2014,6,3,9,0,17.00215,-10.387919,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,258.6774,430,430,430,430
2013,6,12,4,0,16.818103,-12.872491,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,176.706,430,430,430,430
2006,7,3,18,0,10.587987,-13.012922,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,201.5366,430,430,430,430
2006,7,30,23,0,12.825711,-16.681771,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,68.0074,430,430,430,430
2007,9,31,0,0,17.145329,-11.400876,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,228.2323,430,430,430,430
2006,9,15,0,0,14.213107,-14.292406,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,106.2121,430,430,430,430
2014,6,11,14,0,13.91441,-15.91424,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,55.9464,430,430,430,430
2009,7,14,10,0,13.221103,-14.506641,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,107.8239,430,430,430,430
2015,7,26,8,0,10.120449,-10.856753,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,268.2107,430,430,430,430
2018,8,30,15,0,10.233195,-15.016857,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,172.3079,430,430,430,430
2006,7,14,15,0,10.766987,-16.424285,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,140.0714,430,430,430,430
2013,8,11,15,0,17.539365,-15.029831,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,133.0564,430,430,430,430
2012,6,24,14,0,15.832006,-16.990719,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,43.382,430,430,430,430
2016,7,10,20,0,12.010263,-10.950118,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,234.7765,430,430,430,430
2005,8,29,18,0,17.226369,-15.698918,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,109.8089,430,430,430,430
2010,8,9,12,0,17.736905,-12.655205,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,200.3397,430,430,430,430
2014,6,27,21,0,14.024054,-14.975981,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,84.2021,430,430,430,430
2009,8,14,5,0,12.698946,-10.383914,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,246.5624,430,430,430,430
2008,8,23,4,0,15.546671,-13.727186,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,131.7004,430,430,430,430
2006,7,27,6,0,10.347918,-16.019593,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,157.4103,430,430,430,430
2005,9,13,7,0,17.545366,-13.545119,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,170.6517,430,430,430,430
2007,7,24,19,0,12.860146,-17.924397,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,68.3081,430,430,430,430
2018,8,21,11,0,12.028386,-15.966186,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,102.0441,430,430,430,430
2009,7,30,3,0,11.365484,-15.24016,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,134.3317,430,430,430,430
2015,6,16,7,0,11.621192,-17.496788,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,109.4578,430,430,430,430
2009,8,29,5,0,10.783683,-14.02618,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,172.4297,430,430,430,430
2007,9,9,21,0,10.557285,-10.518771,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,270.5125,430,430,430,430
2007,7,7,15,0,11.648781,-14.286301,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,145.0414,430,430,430,430
2017,6,18,17,0,13.317346,-15.669298,14,-5,14,-5,14,-5,14,-5,2266.0,0,0,0,0,5000.0,0,0,0,0,73.7564,430,430,430,430
