year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5
2010,6,23,21,0,12.876063,-13.209128,12.838365,-15.278478,14,-5,14,-5,14,-5,3423.5002398899683,3726.7771066613577,0,0,0,7348.534921332322,7627.95186085312,0,0,0,152.2005,94.0691,430,430,430
2012,8,3,0,0,11.424648,-16.098446,10.358898,-13.956549,14,-5,14,-5,14,-5,3379.9313938465366,3322.9575821286344,0,0,0,7463.447218392093,7407.61896025466,0,0,0,120.5031,186.4618,430,430,430
2011,8,19,15,0,13.01002,-13.257557,15.039535,-16.859197,14,-5,14,-5,14,-5,3476.4708332259925,3535.882268977575,0,0,0,7546.741428437386,7424.401937517301,0,0,0,148.7716,23.7065,430,430,430
2012,7,17,14,0,17.47073,-10.428961,14.818373,-14.89787,14,-5,14,-5,14,-5,3331.066019026347,3285.6524769170796,0,0,0,7414.96619933843,7422.281249580294,0,0,0,263.8731,86.1452,430,430,430
2018,7,16,14,0,12.905504,-16.365238,12.21412,-16.027713,14,-5,14,-5,14,-5,3432.8341183147368,3463.2730384647284,0,0,0,7380.741705256662,7464.1221996070635,0,0,0,70.214,96.1769,430,430,430
2004,7,22,2,0,11.388864,-10.267122,17.656101,-13.216211,14,-5,14,-5,14,-5,3429.7356592569895,3394.16307070623,0,0,0,7330.937853575665,7485.942569732808,0,0,0,264.7961,182.784,430,430,430
2013,6,23,11,0,15.850406,-15.276918,10.736445,-14.292016,14,-5,14,-5,14,-5,3307.6121943229246,3414.3073864965395,0,0,0,7417.28696890617,7361.177375372878,0,0,0,86.3539,169.4993,430,430,430
2008,8,3,13,0,14.069591,-17.292319,14.224282,-10.062736,14,-5,14,-5,14,-5,3505.61905769633,3345.3895055810244,0,0,0,7503.393651367883,7547.230975682043,0,0,0,22.2036,251.3901,430,430,430
2010,6,14,6,0,13.160287,-15.315228,16.443604,-11.965208,14,-5,14,-5,14,-5,3396.650384080139,3377.5166541733647,0,0,0,7594.393281657497,7398.090389588785,0,0,0,85.4283,199.86,430,430,430
2012,6,19,22,0,12.504532,-12.927707,14.323237,-15.62565,14,-5,14,-5,14,-5,3424.039728257248,3413.1404167744927,0,0,0,7452.458273287365,7400.096129300415,0,0,0,165.9187,61.3922,430,430,430
2005,7,14,16,0,10.886303,-15.498878,13.655833,-12.728479,14,-5,14,-5,14,-5,3510.8530183871862,3255.53165191706,0,0,0,7268.4180932594845,7443.818246726948,0,0,0,145.2309,160.854,430,430,430
2014,8,15,5,0,12.03406,-12.87119,11.600989,-12.739002,14,-5,14,-5,14,-5,3522.9353988771777,3451.448885567747,0,0,0,7446.995492532258,7539.247671696059,0,0,0,175.1142,185.8844,430,430,430
2010,6,15,9,0,16.226314,-11.763213,14.882625,-15.527997,14,-5,14,-5,14,-5,3432.265093210929,3415.78951103975,0,0,0,7548.241614366511,7282.6830392984575,0,0,0,203.5706,65.3758,430,430,430
2015,8,14,9,0,15.581879,-11.123054,15.00259,-10.140737,14,-5,14,-5,14,-5,3614.1557923943014,3420.987407957351,0,0,0,7441.00429626226,7333.768955480541,0,0,0,219.4949,249.3391,430,430,430
2016,6,3,7,0,17.812001,-16.666447,10.185425,-16.714044,14,-5,14,-5,14,-5,3565.150468295004,3502.202176162909,0,0,0,7341.628593077802,7466.284428062623,0,0,0,113.2166,159.5306,430,430,430
2011,7,1,19,0,17.387975,-10.371601,11.687827,-15.115798,14,-5,14,-5,14,-5,3315.0482992410184,3518.5332609267844,0,0,0,7405.462100148665,7468.011420305943,0,0,0,264.6394,126.7517,430,430,430
2008,6,30,5,0,14.395002,-15.825353,13.684813,-12.430707,14,-5,14,-5,14,-5,3413.718216854517,3388.937957418554,0,0,0,7312.8119147780935,7507.095608581514,0,0,0,53.9351,170.4259,430,430,430
2016,6,5,4,0,14.002847,-12.271432,14.207647,-17.988808,14,-5,14,-5,14,-5,3583.9891998595867,3547.7722479932,0,0,0,7523.886560658782,7405.343694094582,0,0,0,175.5135,26.1725,430,430,430
2011,7,2,18,0,13.157602,-14.062664,13.223043,-15.165614,14,-5,14,-5,14,-5,3449.990100664405,3459.4630234744614,0,0,0,7438.092846019487,7334.85900176426,0,0,0,122.1024,88.2326,430,430,430
2018,6,19,1,0,14.004915,-14.438587,10.723462,-15.811497,14,-5,14,-5,14,-5,3551.24005166989,3343.223805144334,0,0,0,7486.101863189857,7549.618222939119,0,0,0,101.6366,147.0544,430,430,430
2011,6,16,15,0,17.547817,-17.787643,10.31999,-15.734877,14,-5,14,-5,14,-5,3423.9563000702083,3456.9828952793664,0,0,0,7386.863111610532,7571.0396952826895,0,0,0,97.0052,161.0124,430,430,430
2012,6,14,8,0,14.658753,-10.072858,17.941138,-10.055061,14,-5,14,-5,14,-5,3471.8691864082693,3272.6434362056984,0,0,0,7375.821690825135,7460.157325211782,0,0,0,251.002,282.9788,430,430,430
2015,6,15,5,0,10.880387,-12.684148,14.191895,-16.614801,14,-5,14,-5,14,-5,3480.7124634005063,3344.948216862204,0,0,0,7428.245251508241,7416.206909261037,0,0,0,202.7264,31.0644,430,430,430
2006,6,8,10,0,17.543682,-16.065119,17.991458,-13.338449,14,-5,14,-5,14,-5,3521.5912595517975,3321.14168957168,0,0,0,7516.189044432147,7640.333172582534,0,0,0,112.3788,187.4273,430,430,430
2008,6,16,8,0,11.466232,-14.905237,11.517388,-14.713835,14,-5,14,-5,14,-5,3238.055186822353,3496.7402954678078,0,0,0,7362.161623915673,7414.430836157648,0,0,0,136.7406,139.2013,430,430,430
2008,6,8,2,0,14.757441,-12.267311,13.895132,-15.523281,14,-5,14,-5,14,-5,3487.431724835746,3589.5662000608154,0,0,0,7555.047014082618,7404.0732339557335,0,0,0,175.0457,67.624,430,430,430
2018,6,4,20,0,14.619531,-14.466337,12.877425,-15.429345,14,-5,14,-5,14,-5,3506.824586082768,3372.0434683426934,0,0,0,7363.1969602681975,7575.958124378857,0,0,0,100.02,89.0955,430,430,430
2006,8,5,21,0,11.665658,-14.389931,13.934743,-10.807389,14,-5,14,-5,14,-5,3316.9607516867395,3362.540266784884,0,0,0,7350.362886528114,7379.4425488157995,0,0,0,142.3411,225.282,430,430,430
2015,8,21,6,0,15.834884,-11.839282,13.003514,-15.250084,14,-5,14,-5,14,-5,3376.8248597409533,3502.0006290455135,0,0,0,7437.345493873188,7581.4002696737525,0,0,0,197.3069,90.1388,430,430,430
2009,6,6,16,0,15.240282,-12.311696,10.908301,-16.93577,14,-5,14,-5,14,-5,3577.6375665906126,3529.1134044023943,0,0,0,7337.3530918514,7434.085673920783,0,0,0,176.2555,134.1827,430,430,430
2006,7,6,11,0,13.648312,-16.72211,17.693135,-11.299074,14,-5,14,-5,14,-5,3393.3468460282206,3204.248282285298,0,0,0,7514.807254377784,7447.883041175857,0,0,0,41.6773,240.1687,430,430,430
2005,8,26,22,0,14.161285,-16.253822,11.07935,-10.167437,14,-5,14,-5,14,-5,3576.628900154587,3380.5553120182503,0,0,0,7324.69865213056,7315.301886846206,0,0,0,42.0476,272.3766,430,430,430
2009,6,25,3,0,15.656348,-11.120196,13.097381,-15.993328,14,-5,14,-5,14,-5,3351.5779963071445,3426.107147060242,0,0,0,7375.2409898509795,7422.157106696861,0,0,0,219.8045,70.4344,430,430,430
2014,8,11,2,0,12.395504,-11.144836,13.783872,-12.693784,14,-5,14,-5,14,-5,3413.031203291378,3343.2195571258567,0,0,0,7423.1193661654725,7562.505404358312,0,0,0,224.368,161.8054,430,430,430
2009,6,7,4,0,16.445829,-15.976156,10.636588,-12.137915,14,-5,14,-5,14,-5,3340.384023470838,3467.9828405105004,0,0,0,7366.239094142593,7556.611163710268,0,0,0,81.3941,223.0426,430,430,430
2010,6,19,22,0,17.69118,-10.369562,13.923992,-12.942463,14,-5,14,-5,14,-5,3286.7076759321467,3402.089386673621,0,0,0,7440.235631924122,7489.619098551569,0,0,0,268.7843,152.2367,430,430,430
2015,7,23,9,0,15.86396,-10.780724,11.297975,-14.752949,14,-5,14,-5,14,-5,3357.9429119424917,3445.795735048832,0,0,0,7264.013088132929,7595.209765094887,0,0,0,233.0021,143.6941,430,430,430
2016,6,23,13,0,13.336726,-12.435272,13.398778,-11.135086,14,-5,14,-5,14,-5,3426.126136017278,3259.5483414921764,0,0,0,7791.766575218414,7378.370434588132,0,0,0,172.2556,216.3169,430,430,430
2018,7,10,11,0,16.77546,-17.438407,12.414019,-10.163011,14,-5,14,-5,14,-5,3423.489260116721,3411.340038451818,0,0,0,7432.917600559316,7553.3626482278305,0,0,0,71.4493,255.8613,430,430,430
2018,6,2,15,0,10.285016,-14.060859,17.619015,-11.51541,14,-5,14,-5,14,-5,3410.7802381630354,3595.2561010806885,0,0,0,7594.248546789259,7353.827150233526,0,0,0,186.6574,232.1056,430,430,430
2013,8,29,3,0,12.354644,-13.230132,13.449423,-13.26082,14,-5,14,-5,14,-5,3293.3384822067874,3514.0300047561136,0,0,0,7354.498166261403,7490.087307987296,0,0,0,159.154,144.2498,430,430,430
2018,8,10,9,0,17.150017,-13.56783,13.942932,-15.445836,14,-5,14,-5,14,-5,3398.5945909935986,3417.415498477845,0,0,0,7410.186565931733,7468.306296076861,0,0,0,161.756,70.0071,430,430,430
2005,7,20,15,0,12.106926,-13.661755,10.658116,-12.914906,14,-5,14,-5,14,-5,3487.8187263318287,3446.6469220606014,0,0,0,7715.073332870919,7552.788632803236,0,0,0,150.8012,202.2523,430,430,430
2016,6,9,8,0,16.371242,-10.36202,15.476994,-14.093655,14,-5,14,-5,14,-5,3222.0428304719053,3390.0746527533584,0,0,0,7355.61543641845,7490.618324196913,0,0,0,252.24,118.3596,430,430,430
2017,7,8,1,0,13.883314,-10.266457,11.690783,-14.706815,14,-5,14,-5,14,-5,3535.6955204442415,3182.2250866166496,0,0,0,7460.688201802541,7432.426224483813,0,0,0,244.387,135.0926,430,430,430
2012,7,13,2,0,17.917325,-17.772705,15.610612,-17.798627,14,-5,14,-5,14,-5,3562.8646562776175,3547.962327434184,0,0,0,7383.853668819683,7388.59209581614,0,0,0,110.0045,32.0156,430,430,430
2016,8,17,11,0,12.567054,-17.411784,10.487077,-17.108749,14,-5,14,-5,14,-5,3450.179276971159,3393.788726735006,0,0,0,7416.675576576341,7337.929015600956,0,0,0,75.1665,149.0,430,430,430
2015,6,25,13,0,11.354151,-12.97851,13.507145,-11.35277,14,-5,14,-5,14,-5,3376.435610883949,3560.8665800494277,0,0,0,7513.286480654882,7517.081459313962,0,0,0,184.9108,207.8846,430,430,430
2006,6,8,4,0,11.918338,-16.479578,15.695197,-11.133641,14,-5,14,-5,14,-5,3500.6497169522654,3405.988581369504,0,0,0,7401.469562449124,7471.068515243613,0,0,0,101.1385,220.1318,430,430,430
2007,7,27,0,0,14.472447,-12.364637,14.840896,-13.526262,14,-5,14,-5,14,-5,3569.7472095117837,3444.5182303243387,0,0,0,7498.172063278622,7473.93844727299,0,0,0,171.1052,133.1353,430,430,430
2010,6,11,20,0,16.883154,-10.641957,16.796859,-15.964268,14,-5,14,-5,14,-5,3439.1842569266005,3591.528687511253,0,0,0,7491.26965380092,7340.701471414929,0,0,0,248.5558,92.0054,430,430,430
2014,8,15,15,0,17.020444,-14.518958,15.835955,-14.698874,14,-5,14,-5,14,-5,3465.042902839301,3506.2660514714375,0,0,0,7620.947935208288,7387.848511908826,0,0,0,132.6122,104.0,430,430,430
2009,7,22,22,0,11.526688,-12.351844,11.925063,-11.189405,14,-5,14,-5,14,-5,3448.655365170328,3549.9866558714734,0,0,0,7467.706643270706,7359.576911224929,0,0,0,199.1381,227.7586,430,430,430
2015,6,28,7,0,16.592818,-13.798306,13.090726,-13.272954,14,-5,14,-5,14,-5,3345.5275039663443,3321.413697689874,0,0,0,7460.992236545751,7454.040508629004,0,0,0,144.4749,147.6279,430,430,430
2015,8,27,1,0,11.100189,-11.533837,17.726607,-11.761634,14,-5,14,-5,14,-5,3332.2628301384943,3321.8808718803584,0,0,0,7385.313802243597,7455.860071279037,0,0,0,230.7834,226.3537,430,430,430
2004,8,10,8,0,11.914681,-11.061917,16.46492,-17.490551,14,-5,14,-5,14,-5,3339.290197717305,3398.55774839211,0,0,0,7294.047964585423,7650.126424234826,0,0,0,232.723,60.208,430,430,430
2011,6,23,8,0,11.849826,-13.282516,11.099896,-12.572474,14,-5,14,-5,14,-5,3427.899374891261,3452.094568195146,0,0,0,7299.217237258551,7494.99548436326,0,0,0,166.012,200.6838,430,430,430
2010,8,20,21,0,17.937526,-15.713984,16.087302,-17.627783,14,-5,14,-5,14,-5,3476.9384806832163,3381.332635070008,0,0,0,7457.989269018341,7351.862684819546,0,0,0,130.173,47.0106,430,430,430
2011,6,8,1,0,12.660287,-10.443578,15.092136,-13.185211,14,-5,14,-5,14,-5,3363.7031483593396,3398.679301754944,0,0,0,7392.261762849178,7474.866046072476,0,0,0,244.9204,145.7738,430,430,430
2018,6,30,8,0,17.425477,-16.546565,10.142585,-16.479423,14,-5,14,-5,14,-5,3589.0053437381775,3416.511344254604,0,0,0,7328.199831241492,7442.186453458588,0,0,0,101.7693,162.3638,430,430,430
2009,7,9,1,0,14.174974,-14.033424,16.40393,-11.12451,14,-5,14,-5,14,-5,3314.20880045387,3474.6372432312364,0,0,0,7365.133778598547,7497.549509922253,0,0,0,114.2716,227.3368,430,430,430
2018,7,6,20,0,11.703648,-14.501849,13.37294,-17.562261,14,-5,14,-5,14,-5,3484.191390441216,3482.0220290384377,0,0,0,7266.715049293531,7449.53460549482,0,0,0,138.8524,46.6905,430,430,430
2008,7,24,11,0,10.07947,-11.681875,12.202506,-12.25808,14,-5,14,-5,14,-5,3376.2718034708337,3549.3988309645715,0,0,0,7459.821627753649,7385.11606161474,0,0,0,246.759,190.5151,430,430,430
2007,6,9,21,0,13.370847,-16.853313,11.540173,-15.489478,14,-5,14,-5,14,-5,3404.315686972665,3427.506009703203,0,0,0,7424.680690181782,7561.667457571527,0,0,0,49.6488,124.7798,430,430,430
2004,8,13,15,0,16.441361,-17.898993,10.392848,-13.471997,14,-5,14,-5,14,-5,3519.4000729938252,3419.1576292614773,0,0,0,7599.797451313406,7620.583556373286,0,0,0,60.6712,196.0255,430,430,430
2013,6,11,22,0,15.494486,-12.185513,13.83755,-15.058746,14,-5,14,-5,14,-5,3546.9926433870573,3416.401397118445,0,0,0,7296.815509943691,7512.800395878426,0,0,0,182.3211,83.2166,430,430,430
2006,7,13,21,0,16.719761,-14.366692,12.570927,-17.258241,14,-5,14,-5,14,-5,3313.4827367257944,3446.4077994351346,0,0,0,7494.838044829376,7356.787387637115,0,0,0,130.0846,74.0,430,430,430
2016,8,23,6,0,10.483503,-17.272391,15.461652,-12.554114,14,-5,14,-5,14,-5,3441.7845499147043,3437.4587925719975,0,0,0,7543.394853165588,7480.308841403344,0,0,0,149.1208,169.331,430,430,430
2006,7,27,9,0,11.945393,-12.876308,10.553113,-11.01664,14,-5,14,-5,14,-5,3356.6382920561005,3361.7076767012,0,0,0,7437.130546789204,7456.400915376361,0,0,0,175.8664,255.4545,430,430,430
2012,7,27,21,0,10.876856,-16.647554,13.739024,-11.792406,14,-5,14,-5,14,-5,3294.132836661374,3434.245703860226,0,0,0,7550.454087950508,7531.5130232133115,0,0,0,135.9448,192.6759,430,430,430
2004,6,15,1,0,16.835556,-16.316908,10.613135,-11.688682,14,-5,14,-5,14,-5,3407.1871316621946,3307.3375868946,0,0,0,7524.94655264594,7404.262873943149,0,0,0,86.6083,234.8042,430,430,430
2004,8,13,18,0,14.38,-11.709961,17.360376,-14.152218,14,-5,14,-5,14,-5,3447.720829724852,3395.57937068529,0,0,0,7504.971359010986,7491.485712239652,0,0,0,194.2087,150.2431,430,430,430
2004,7,30,11,0,13.676429,-13.208167,14.79455,-13.965012,14,-5,14,-5,14,-5,3393.295740573953,3457.9645458264163,0,0,0,7278.502205546951,7589.440226642474,0,0,0,145.0414,117.0684,430,430,430
2018,6,4,18,0,12.455028,-13.669176,17.399416,-10.235594,14,-5,14,-5,14,-5,3291.306590835873,3418.8750751259754,0,0,0,7431.132126474722,7453.002860054955,0,0,0,144.8033,268.7322,430,430,430
2008,8,21,19,0,13.166357,-11.610038,15.080705,-16.160247,14,-5,14,-5,14,-5,3342.4550804059945,3660.4099952373335,0,0,0,7374.9782608499,7280.719251496707,0,0,0,201.8143,46.1736,430,430,430
2010,8,24,17,0,10.409657,-17.77229,10.982782,-16.2383,14,-5,14,-5,14,-5,3451.571359283979,3671.804184154379,0,0,0,7414.617281945757,7584.010676308478,0,0,0,153.7303,134.618,430,430,430
2011,7,27,4,0,16.632182,-15.716065,16.248513,-13.962673,14,-5,14,-5,14,-5,3416.9681459188855,3498.7293431177545,0,0,0,7437.512727701048,7516.25344124347,0,0,0,92.6553,133.8245,430,430,430
2017,7,16,18,0,11.107591,-11.775708,17.370654,-10.455851,14,-5,14,-5,14,-5,3310.29859757308,3235.9690015298384,0,0,0,7403.995602327682,7420.750304942077,0,0,0,223.2711,261.8416,430,430,430
2014,8,27,6,0,15.635486,-12.448668,14.372415,-15.046262,14,-5,14,-5,14,-5,3414.812678222051,3458.4767301726615,0,0,0,7495.377212317523,7361.43598195049,0,0,0,174.3474,80.7527,430,430,430
2006,8,20,17,0,17.859741,-17.475126,17.181426,-15.888552,14,-5,14,-5,14,-5,3576.137927230916,3535.272662095139,0,0,0,7332.557771766827,7375.469401508842,0,0,0,108.5587,104.8618,430,430,430
2013,7,12,7,0,14.595807,-13.89707,14.435814,-12.822661,14,-5,14,-5,14,-5,3546.5188927921945,3622.499513320041,0,0,0,7393.390547714526,7281.722754842395,0,0,0,119.0168,156.205,430,430,430
2009,7,19,18,0,11.483793,-15.824174,11.187509,-17.757567,14,-5,14,-5,14,-5,3477.1442527815034,3535.3720967422537,0,0,0,7521.828002454409,7403.859447630847,0,0,0,122.0041,125.6025,430,430,430
2011,7,2,11,0,17.514045,-15.225967,10.876517,-14.973384,14,-5,14,-5,14,-5,3501.9286454790563,3503.8050360561783,0,0,0,7536.967295324872,7297.294837219899,0,0,0,128.4251,153.0751,430,430,430
2015,7,5,13,0,13.072636,-12.67661,11.955927,-12.708152,14,-5,14,-5,14,-5,3545.7085556733855,3446.4524391068517,0,0,0,7311.8342335127,7399.1261599680865,0,0,0,167.2991,180.4217,430,430,430
2010,7,30,10,0,10.787943,-13.353098,10.854924,-13.613964,14,-5,14,-5,14,-5,3364.3480368414,3564.3387158339538,0,0,0,7515.551859442054,7418.56819508842,0,0,0,188.8624,180.5464,430,430,430
2011,6,24,9,0,14.158014,-15.630127,13.645832,-17.690668,14,-5,14,-5,14,-5,3386.4417664736557,3295.765281086397,0,0,0,7521.65726531733,7562.686141502055,0,0,0,61.6847,38.6005,430,430,430
2006,8,14,21,0,14.792024,-17.996106,14.014509,-13.986191,14,-5,14,-5,14,-5,3521.8924565133048,3441.5585558132248,0,0,0,7446.090884134397,7598.511968777733,0,0,0,18.2483,117.2774,430,430,430
2009,8,17,10,0,10.485358,-10.401304,14.869272,-12.623979,14,-5,14,-5,14,-5,3394.2303604191297,3318.371573959325,0,0,0,7496.757076957416,7503.662814173881,0,0,0,275.4959,163.1962,430,430,430
2016,7,17,0,0,13.702188,-12.365815,11.448537,-12.819343,14,-5,14,-5,14,-5,3402.506472846525,3554.817970675371,0,0,0,7502.231756956825,7332.344842667296,0,0,0,173.1733,187.0027,430,430,430
2018,6,2,12,0,14.54487,-10.366893,16.373522,-13.317517,14,-5,14,-5,14,-5,3458.538693358784,3578.0744931307354,0,0,0,7474.290917550703,7536.158223569639,0,0,0,241.0187,155.6181,430,430,430
2015,6,15,0,0,13.64284,-12.092388,16.49789,-10.581671,14,-5,14,-5,14,-5,3380.4833535488533,3329.372698344873,0,0,0,7337.8862069710885,7385.667044194407,0,0,0,182.3897,245.7519,430,430,430
2014,6,14,14,0,16.611005,-17.760347,16.182423,-13.825781,14,-5,14,-5,14,-5,3380.2214864645453,3497.540209830585,0,0,0,7515.35514893537,7528.794760225878,0,0,0,65.123,136.3085,430,430,430
2004,8,19,3,0,17.083099,-14.331507,14.325781,-10.73788,14,-5,14,-5,14,-5,3342.638120153919,3307.7915483776533,0,0,0,7465.566621247527,7532.697279381882,0,0,0,139.4023,227.2664,430,430,430
2005,8,10,20,0,14.45048,-16.503082,15.448891,-17.889227,14,-5,14,-5,14,-5,3445.8333668524474,3371.3504364423216,0,0,0,7511.601600429405,7476.311165329857,0,0,0,32.28,27.7308,430,430,430
2010,7,18,8,0,13.040733,-11.530524,14.609003,-16.785724,14,-5,14,-5,14,-5,3371.1979214514436,3556.062319011399,0,0,0,7558.883082633121,7420.751946949617,0,0,0,204.8048,22.2036,430,430,430
2017,8,27,10,0,12.638838,-10.385815,10.243078,-11.774612,14,-5,14,-5,14,-5,3340.6364562275307,3355.837230875448,0,0,0,7393.18246385246,7547.494594212386,0,0,0,247.1214,241.2302,430,430,430
2012,6,29,12,0,11.451071,-16.290745,15.22077,-16.847264,14,-5,14,-5,14,-5,3279.338412661752,3550.097393177149,0,0,0,7329.606017624723,7419.758672929123,0,0,0,117.8813,28.4253,430,430,430
2010,8,10,22,0,13.048058,-14.754124,15.271723,-13.905419,14,-5,14,-5,14,-5,3378.183712285036,3392.9995629066784,0,0,0,7405.880643289929,7512.6729291966,0,0,0,103.1746,122.8088,430,430,430
2008,7,30,2,0,13.860681,-13.807826,16.450287,-11.564871,14,-5,14,-5,14,-5,3315.589444895129,3487.9004080770314,0,0,0,7466.988836486,7579.155443969602,0,0,0,123.2234,213.5064,430,430,430
2013,6,18,7,0,11.181603,-10.052371,10.542142,-10.033474,14,-5,14,-5,14,-5,3553.4544040289197,3336.0354311340725,0,0,0,7458.080452899293,7404.045927939928,0,0,0,274.1478,285.0474,430,430,430
2013,6,20,7,0,10.987598,-17.504566,15.632284,-10.312163,14,-5,14,-5,14,-5,3479.2823830424277,3322.021324134018,0,0,0,7610.207614076853,7344.031800869716,0,0,0,131.5485,247.4874,430,430,430
2005,7,30,9,0,15.697208,-12.695349,11.0694,-16.557239,14,-5,14,-5,14,-5,3470.5227444441557,3310.4197321343413,0,0,0,7413.062543661154,7367.2539595891585,0,0,0,166.9281,129.5531,430,430,430
2009,8,10,12,0,11.253727,-17.276212,17.774929,-13.921111,14,-5,14,-5,14,-5,3338.897712311913,3556.6240372583584,0,0,0,7465.368804522714,7454.1529009827445,0,0,0,121.0661,166.0663,430,430,430
2017,6,26,13,0,13.60702,-15.362392,13.948096,-16.851192,14,-5,14,-5,14,-5,3404.4184552722945,3423.058666695923,0,0,0,7568.406801012772,7386.011935103712,0,0,0,77.026,31.6228,430,430,430
2006,8,9,20,0,11.207362,-11.477291,11.690255,-17.307661,14,-5,14,-5,14,-5,3509.305709864553,3337.1467737380644,0,0,0,7304.549836018941,7522.370325638391,0,0,0,230.3411,106.0754,430,430,430
2004,6,25,0,0,13.098059,-10.852773,13.429146,-11.869568,14,-5,14,-5,14,-5,3306.254267360595,3381.9224264094714,0,0,0,7359.6220867020575,7500.444804065559,0,0,0,227.2664,190.9057,430,430,430
2014,8,2,10,0,17.962123,-17.839497,10.865586,-12.442059,14,-5,14,-5,14,-5,3310.3948767787606,3318.1484585602034,0,0,0,7357.173224077172,7432.462432635336,0,0,0,111.0045,209.4684,430,430,430
2010,7,7,4,0,17.125312,-14.060189,10.562144,-17.292501,14,-5,14,-5,14,-5,3536.36139293497,3484.1898620493716,0,0,0,7475.208386682219,7514.486611639342,0,0,0,147.8716,146.1232,430,430,430
2009,8,8,14,0,10.849665,-16.389929,17.018912,-10.45422,14,-5,14,-5,14,-5,3412.050113867982,3413.637901701946,0,0,0,7371.868316029113,7567.399340504072,0,0,0,137.2953,256.784,430,430,430
2016,6,23,20,0,11.085089,-11.130184,16.057266,-12.510627,14,-5,14,-5,14,-5,3363.2536889743114,3432.6881095152,0,0,0,7524.347479538744,7587.052202205063,0,0,0,242.6706,176.9209,430,430,430
2008,7,29,0,0,16.851147,-16.152978,14.154704,-15.253332,14,-5,14,-5,14,-5,3543.925996677977,3518.5130815986618,0,0,0,7559.717352926583,7545.122713040137,0,0,0,90.1388,74.2159,430,430,430
2014,6,27,6,0,15.270183,-15.737678,14.019731,-15.57378,14,-5,14,-5,14,-5,3398.7125981744302,3509.025669653562,0,0,0,7304.607546666744,7410.463201709861,0,0,0,62.2977,65.192,430,430,430
2009,6,2,21,0,14.420235,-16.710983,14.548392,-14.114321,14,-5,14,-5,14,-5,3435.5515044237377,3563.6909256217273,0,0,0,7474.299535466266,7543.617676301655,0,0,0,26.0,112.0714,430,430,430
