year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5
2012,6,14,8,0,14.658753,-10.072858,17.941138,-10.055061,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,251.002,282.9788,430,430,430
2015,6,15,5,0,10.880387,-12.684148,14.191895,-16.614801,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,202.7264,31.0644,430,430,430
2006,6,8,10,0,17.543682,-16.065119,17.991458,-13.338449,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,112.3788,187.4273,430,430,430
2008,6,16,8,0,11.466232,-14.905237,11.517388,-14.713835,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,136.7406,139.2013,430,430,430
2008,6,8,2,0,14.757441,-12.267311,13.895132,-15.523281,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,175.0457,67.624,430,430,430
2018,6,4,20,0,14.619531,-14.466337,12.877425,-15.429345,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,100.02,89.0955,430,430,430
2006,8,5,21,0,11.665658,-14.389931,13.934743,-10.807389,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,142.3411,225.282,430,430,430
2015,8,21,6,0,15.834884,-11.839282,13.003514,-15.250084,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,197.3069,90.1388,430,430,430
2009,6,6,16,0,15.240282,-12.311696,10.908301,-16.93577,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,176.2555,134.1827,430,430,430
2006,7,6,11,0,13.648312,-16.72211,17.693135,-11.299074,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,41.6773,240.1687,430,430,430
2005,8,26,22,0,14.161285,-16.253822,11.07935,-10.167437,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,42.0476,272.3766,430,430,430
2009,6,25,3,0,15.656348,-11.120196,13.097381,-15.993328,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,219.8045,70.4344,430,430,430
2014,8,11,2,0,12.395504,-11.144836,13.783872,-12.693784,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,224.368,161.8054,430,430,430
2009,6,7,4,0,16.445829,-15.976156,10.636588,-12.137915,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,81.3941,223.0426,430,430,430
2010,6,19,22,0,17.69118,-10.369562,13.923992,-12.942463,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,268.7843,152.2367,430,430,430
2015,7,23,9,0,15.86396,-10.780724,11.297975,-14.752949,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,233.0021,143.6941,430,430,430
2016,6,23,13,0,13.336726,-12.435272,13.398778,-11.135086,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,172.2556,216.3169,430,430,430
2018,7,10,11,0,16.77546,-17.438407,12.414019,-10.163011,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,71.4493,255.8613,430,430,430
2018,6,2,15,0,10.285016,-14.060859,17.619015,-11.51541,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,186.6574,232.1056,430,430,430
2013,8,29,3,0,12.354644,-13.230132,13.449423,-13.26082,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,159.154,144.2498,430,430,430
2018,8,10,9,0,17.150017,-13.56783,13.942932,-15.445836,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,161.756,70.0071,430,430,430
2005,7,20,15,0,12.106926,-13.661755,10.658116,-12.914906,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,150.8012,202.2523,430,430,430
2016,6,9,8,0,16.371242,-10.36202,15.476994,-14.093655,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,252.24,118.3596,430,430,430
2017,7,8,1,0,13.883314,-10.266457,11.690783,-14.706815,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,244.387,135.0926,430,430,430
2012,7,13,2,0,17.917325,-17.772705,15.610612,-17.798627,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,110.0045,32.0156,430,430,430
2016,8,17,11,0,12.567054,-17.411784,10.487077,-17.108749,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,75.1665,149.0,430,430,430
2015,6,25,13,0,11.354151,-12.97851,13.507145,-11.35277,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,184.9108,207.8846,430,430,430
2006,6,8,4,0,11.918338,-16.479578,15.695197,-11.133641,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,101.1385,220.1318,430,430,430
2007,7,27,0,0,14.472447,-12.364637,14.840896,-13.526262,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,171.1052,133.1353,430,430,430
2010,6,11,20,0,16.883154,-10.641957,16.796859,-15.964268,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,248.5558,92.0054,430,430,430
2014,8,15,15,0,17.020444,-14.518958,15.835955,-14.698874,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,132.6122,104.0,430,430,430
2009,7,22,22,0,11.526688,-12.351844,11.925063,-11.189405,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,199.1381,227.7586,430,430,430
2015,6,28,7,0,16.592818,-13.798306,13.090726,-13.272954,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,144.4749,147.6279,430,430,430
2015,8,27,1,0,11.100189,-11.533837,17.726607,-11.761634,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,230.7834,226.3537,430,430,430
2004,8,10,8,0,11.914681,-11.061917,16.46492,-17.490551,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,232.723,60.208,430,430,430
2011,6,23,8,0,11.849826,-13.282516,11.099896,-12.572474,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,166.012,200.6838,430,430,430
2010,8,20,21,0,17.937526,-15.713984,16.087302,-17.627783,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,130.173,47.0106,430,430,430
2011,6,8,1,0,12.660287,-10.443578,15.092136,-13.185211,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,244.9204,145.7738,430,430,430
2018,6,30,8,0,17.425477,-16.546565,10.142585,-16.479423,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,101.7693,162.3638,430,430,430
2009,7,9,1,0,14.174974,-14.033424,16.40393,-11.12451,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,114.2716,227.3368,430,430,430
2018,7,6,20,0,11.703648,-14.501849,13.37294,-17.562261,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,138.8524,46.6905,430,430,430
2008,7,24,11,0,10.07947,-11.681875,12.202506,-12.25808,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,246.759,190.5151,430,430,430
2007,6,9,21,0,13.370847,-16.853313,11.540173,-15.489478,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,49.6488,124.7798,430,430,430
2004,8,13,15,0,16.441361,-17.898993,10.392848,-13.471997,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,60.6712,196.0255,430,430,430
2013,6,11,22,0,15.494486,-12.185513,13.83755,-15.058746,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,182.3211,83.2166,430,430,430
2006,7,13,21,0,16.719761,-14.366692,12.570927,-17.258241,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,130.0846,74.0,430,430,430
2016,8,23,6,0,10.483503,-17.272391,15.461652,-12.554114,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,149.1208,169.331,430,430,430
2006,7,27,9,0,11.945393,-12.876308,10.553113,-11.01664,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,175.8664,255.4545,430,430,430
2012,7,27,21,0,10.876856,-16.647554,13.739024,-11.792406,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,135.9448,192.6759,430,430,430
2004,6,15,1,0,16.835556,-16.316908,10.613135,-11.688682,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,86.6083,234.8042,430,430,430
2004,8,13,18,0,14.38,-11.709961,17.360376,-14.152218,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,194.2087,150.2431,430,430,430
2004,7,30,11,0,13.676429,-13.208167,14.79455,-13.965012,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,145.0414,117.0684,430,430,430
2018,6,4,18,0,12.455028,-13.669176,17.399416,-10.235594,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,144.8033,268.7322,430,430,430
2008,8,21,19,0,13.166357,-11.610038,15.080705,-16.160247,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,201.8143,46.1736,430,430,430
2010,8,24,17,0,10.409657,-17.77229,10.982782,-16.2383,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,153.7303,134.618,430,430,430
2011,7,27,4,0,16.632182,-15.716065,16.248513,-13.962673,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,92.6553,133.8245,430,430,430
2017,7,16,18,0,11.107591,-11.775708,17.370654,-10.455851,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,223.2711,261.8416,430,430,430
2014,8,27,6,0,15.635486,-12.448668,14.372415,-15.046262,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,174.3474,80.7527,430,430,430
2006,8,20,17,0,17.859741,-17.475126,17.181426,-15.888552,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,108.5587,104.8618,430,430,430
2013,7,12,7,0,14.595807,-13.89707,14.435814,-12.822661,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,119.0168,156.205,430,430,430
2009,7,19,18,0,11.483793,-15.824174,11.187509,-17.757567,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,122.0041,125.6025,430,430,430
2011,7,2,11,0,17.514045,-15.225967,10.876517,-14.973384,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,128.4251,153.0751,430,430,430
2015,7,5,13,0,13.072636,-12.67661,11.955927,-12.708152,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,167.2991,180.4217,430,430,430
2010,7,30,10,0,10.787943,-13.353098,10.854924,-13.613964,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,188.8624,180.5464,430,430,430
2011,6,24,9,0,14.158014,-15.630127,13.645832,-17.690668,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,61.6847,38.6005,430,430,430
2006,8,14,21,0,14.792024,-17.996106,14.014509,-13.986191,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,18.2483,117.2774,430,430,430
2009,8,17,10,0,10.485358,-10.401304,14.869272,-12.623979,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,275.4959,163.1962,430,430,430
2016,7,17,0,0,13.702188,-12.365815,11.448537,-12.819343,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,173.1733,187.0027,430,430,430
2018,6,2,12,0,14.54487,-10.366893,16.373522,-13.317517,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,241.0187,155.6181,430,430,430
2015,6,15,0,0,13.64284,-12.092388,16.49789,-10.581671,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,182.3897,245.7519,430,430,430
2014,6,14,14,0,16.611005,-17.760347,16.182423,-13.825781,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,65.123,136.3085,430,430,430
2004,8,19,3,0,17.083099,-14.331507,14.325781,-10.73788,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,139.4023,227.2664,430,430,430
2005,8,10,20,0,14.45048,-16.503082,15.448891,-17.889227,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,32.28,27.7308,430,430,430
2010,7,18,8,0,13.040733,-11.530524,14.609003,-16.785724,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,204.8048,22.2036,430,430,430
2017,8,27,10,0,12.638838,-10.385815,10.243078,-11.774612,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,247.1214,241.2302,430,430,430
2012,6,29,12,0,11.451071,-16.290745,15.22077,-16.847264,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,117.8813,28.4253,430,430,430
2010,8,10,22,0,13.048058,-14.754124,15.271723,-13.905419,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,103.1746,122.8088,430,430,430
2008,7,30,2,0,13.860681,-13.807826,16.450287,-11.564871,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,123.2234,213.5064,430,430,430
2013,6,18,7,0,11.181603,-10.052371,10.542142,-10.033474,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,274.1478,285.0474,430,430,430
2013,6,20,7,0,10.987598,-17.504566,15.632284,-10.312163,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,131.5485,247.4874,430,430,430
2005,7,30,9,0,15.697208,-12.695349,11.0694,-16.557239,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,166.9281,129.5531,430,430,430
2009,8,10,12,0,11.253727,-17.276212,17.774929,-13.921111,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,121.0661,166.0663,430,430,430
2017,6,26,13,0,13.60702,-15.362392,13.948096,-16.851192,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,77.026,31.6228,430,430,430
2006,8,9,20,0,11.207362,-11.477291,11.690255,-17.307661,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,230.3411,106.0754,430,430,430
2004,6,25,0,0,13.098059,-10.852773,13.429146,-11.869568,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,227.2664,190.9057,430,430,430
2014,8,2,10,0,17.962123,-17.839497,10.865586,-12.442059,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,111.0045,209.4684,430,430,430
2010,7,7,4,0,17.125312,-14.060189,10.562144,-17.292501,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,147.8716,146.1232,430,430,430
2009,8,8,14,0,10.849665,-16.389929,17.018912,-10.45422,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,137.2953,256.784,430,430,430
2016,6,23,20,0,11.085089,-11.130184,16.057266,-12.510627,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,242.6706,176.9209,430,430,430
2008,7,29,0,0,16.851147,-16.152978,14.154704,-15.253332,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,90.1388,74.2159,430,430,430
2014,6,27,6,0,15.270183,-15.737678,14.019731,-15.57378,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,62.2977,65.192,430,430,430
2009,6,2,21,0,14.420235,-16.710983,14.548392,-14.114321,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,26.0,112.0714,430,430,430
2013,6,7,14,0,11.020156,-13.650463,11.603925,-12.638713,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,175.4537,189.1692,430,430,430
2008,6,15,10,0,14.464898,-16.140973,14.124708,-15.480064,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,43.7379,66.7608,430,430,430
2012,8,1,2,0,16.77274,-14.42099,10.800682,-10.787263,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,129.7998,257.2664,430,430,430
2018,8,4,5,0,16.848706,-15.709361,12.072118,-17.469029,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,98.4937,93.3435,430,430,430
2011,8,3,17,0,12.541053,-17.585256,17.553507,-12.262262,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,76.7919,208.5402,430,430,430
2007,8,27,1,0,14.429274,-15.122042,11.273458,-14.536336,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,77.4145,150.0,430,430,430
2007,7,25,3,0,12.234897,-10.311699,10.785057,-14.744036,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,252.3886,159.154,430,430,430
2008,6,8,5,0,10.067012,-13.455529,14.612878,-16.902846,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,204.6192,18.2483,430,430,430
2016,8,1,19,0,15.377749,-16.85701,14.073852,-15.049904,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,31.8277,81.7435,430,430,430
2006,7,22,14,0,11.992859,-16.909743,10.954329,-17.580895,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,95.5249,132.8495,430,430,430
2004,7,11,20,0,13.479195,-11.834357,16.807313,-13.029739,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,192.4188,171.7586,430,430,430
2016,7,10,2,0,13.039102,-12.560712,12.510124,-12.186896,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,170.4611,189.4756,430,430,430
2015,6,22,8,0,17.315866,-17.240836,15.319816,-15.145018,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,90.4268,82.0061,430,430,430
2018,6,24,2,0,16.098327,-10.439954,11.789938,-17.541974,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,246.3372,103.5857,430,430,430
2005,6,14,13,0,15.142415,-17.289783,15.343507,-13.142229,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,16.5529,148.9463,430,430,430
2011,6,3,22,0,10.156799,-14.849653,13.676058,-17.830912,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,177.1327,39.3954,430,430,430
2015,7,15,21,0,12.989527,-13.475463,10.071001,-16.697237,14,-5,14,-5,14,-5,2266.0,2266.0,0,0,0,5000.0,5000.0,0,0,0,142.762,163.5176,430,430,430
