,year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5
24,2018,7,15,21,0,14.537884,-15.006601,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,81.1542,430,430,430,430
25,2018,7,15,21,0,14.810436,-17.096674,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,12.6491,430,430,430,430
26,2018,7,15,21,0,16.204102,-17.227153,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,52.6308,430,430,430,430
27,2018,7,15,21,0,11.33091,-11.540402,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,226.5502,430,430,430,430
28,2018,7,15,21,0,17.581551,-14.534148,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,145.7258,430,430,430,430
29,2018,7,15,21,0,13.312647,-16.036145,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,64.4438,430,430,430,430
30,2018,7,15,21,0,12.197627,-13.061978,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,166.012,430,430,430,430
31,2018,7,15,21,0,11.427683,-17.04414,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,115.0695,430,430,430,430
32,2018,7,15,21,0,13.645879,-16.680498,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,43.566,430,430,430,430
33,2018,7,15,21,0,15.189799,-11.431555,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,205.9733,430,430,430,430
34,2018,7,15,21,0,16.220091,-14.158933,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,127.0472,430,430,430,430
35,2018,7,15,21,0,12.78057,-14.522316,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,114.0395,430,430,430,430
36,2018,7,15,21,0,10.040069,-12.299414,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,231.2336,430,430,430,430
37,2018,7,15,21,0,12.653258,-15.444614,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,94.2603,430,430,430,430
38,2018,7,15,21,0,10.6394,-14.415553,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,169.1981,430,430,430,430
39,2018,7,15,21,0,14.662792,-14.875304,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,86.0,430,430,430,430
40,2018,7,15,21,0,16.956364,-12.613174,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,186.9786,430,430,430,430
41,2018,7,15,21,0,11.931266,-13.797169,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,150.5722,430,430,430,430
42,2018,7,15,21,0,17.284271,-13.839122,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,157.2927,430,430,430,430
43,2018,7,15,21,0,14.816839,-17.497811,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,3.1623,430,430,430,430
44,2018,7,15,21,0,13.915089,-14.30847,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,106.2309,430,430,430,430
45,2018,7,15,21,0,13.209039,-14.636517,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,104.3168,430,430,430,430
46,2018,7,15,21,0,14.67948,-13.690664,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,126.004,430,430,430,430
47,2018,7,15,21,0,13.919166,-16.673628,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,36.1248,430,430,430,430
48,2018,7,15,21,0,13.530775,-10.250574,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,245.9532,430,430,430,430
49,2018,7,15,21,0,13.32139,-17.717457,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,50.6952,430,430,430,430
50,2018,7,15,21,0,10.022643,-13.716652,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,200.3023,430,430,430,430
51,2018,7,15,21,0,10.404584,-17.258053,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,152.0822,430,430,430,430
52,2018,7,15,21,0,10.870051,-14.367373,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,164.2589,430,430,430,430
53,2018,7,15,21,0,17.941505,-14.119557,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,165.5597,430,430,430,430
54,2018,7,15,21,0,13.669122,-14.507913,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,102.1812,430,430,430,430
55,2018,7,15,21,0,14.008897,-14.4233,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,102.6109,430,430,430,430
56,2018,7,15,21,0,15.809722,-10.816468,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,231.6571,430,430,430,430
57,2018,7,15,21,0,15.582963,-14.613515,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,102.7862,430,430,430,430
58,2018,7,15,21,0,15.196233,-10.723675,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,230.8679,430,430,430,430
59,2018,7,15,21,0,11.229019,-16.10126,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,127.2006,430,430,430,430
60,2018,7,15,21,0,14.952896,-12.50384,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,168.3597,430,430,430,430
61,2018,7,15,21,0,15.140802,-13.291771,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,142.0211,430,430,430,430
62,2018,7,15,21,0,16.635386,-14.168456,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,134.4619,430,430,430,430
63,2018,7,15,21,0,16.460711,-10.301153,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,255.1568,430,430,430,430
64,2018,7,15,21,0,13.482853,-11.129235,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,215.7406,430,430,430,430
65,2018,7,15,21,0,15.745939,-10.890548,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,228.355,430,430,430,430
66,2018,7,15,21,0,10.369887,-10.695211,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,268.4865,430,430,430,430
67,2018,7,15,21,0,16.134708,-10.300969,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,251.4359,430,430,430,430
68,2018,7,15,21,0,17.850555,-15.716114,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,128.4718,430,430,430,430
69,2018,7,15,21,0,15.360011,-16.869812,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,31.1448,430,430,430,430
70,2018,7,15,21,0,14.761062,-10.643363,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,232.0539,430,430,430,430
71,2018,7,15,21,0,11.535787,-15.201051,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,129.6534,430,430,430,430
72,2018,7,15,21,0,10.637965,-16.442749,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,144.8378,430,430,430,430
73,2018,7,15,21,0,11.661621,-17.231993,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,107.0047,430,430,430,430
74,2018,7,15,21,0,17.997584,-10.899728,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,257.5966,430,430,430,430
75,2018,7,15,21,0,13.71008,-12.05038,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,183.9837,430,430,430,430
76,2018,7,15,21,0,15.561894,-13.820363,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,127.8163,430,430,430,430
77,2018,7,15,21,0,13.387894,-12.687413,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,164.0122,430,430,430,430
78,2018,7,15,21,0,14.444159,-15.872881,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,52.7731,430,430,430,430
79,2018,7,15,21,0,12.914604,-12.981866,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,159.154,430,430,430,430
80,2018,7,15,21,0,15.017031,-16.32325,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,40.5216,430,430,430,430
81,2018,7,15,21,0,14.878184,-11.00057,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,219.1461,430,430,430,430
82,2018,7,15,21,0,16.9707,-12.781894,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,181.5737,430,430,430,430
83,2018,7,15,21,0,10.561381,-14.611855,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,168.5853,430,430,430,430
84,2018,7,15,21,0,10.712178,-17.558002,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,140.8013,430,430,430,430
85,2018,7,15,21,0,12.037585,-14.34501,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,135.1037,430,430,430,430
86,2018,7,15,21,0,16.075196,-12.969268,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,162.5608,430,430,430,430
87,2018,7,15,21,0,12.259877,-12.439448,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,183.807,430,430,430,430
88,2018,7,15,21,0,14.052056,-13.939763,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,117.8855,430,430,430,430
89,2018,7,15,21,0,12.108977,-14.466835,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,130.1384,430,430,430,430
90,2018,7,15,21,0,12.732207,-12.187629,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,186.4537,430,430,430,430
91,2018,7,15,21,0,13.860772,-14.425875,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,102.8834,430,430,430,430
92,2018,7,15,21,0,13.816065,-14.160709,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,111.8258,430,430,430,430
93,2018,7,15,21,0,15.51711,-12.241218,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,180.6793,430,430,430,430
94,2018,7,15,21,0,16.408776,-14.757945,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,112.361,430,430,430,430
95,2018,7,15,21,0,16.348319,-10.282192,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,254.183,430,430,430,430
96,2018,7,15,21,0,17.938795,-12.234755,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,216.781,430,430,430,430
97,2018,7,15,21,0,10.523909,-11.221708,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,250.2818,430,430,430,430
98,2018,7,15,21,0,16.691656,-17.869457,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,68.3593,430,430,430,430
99,2018,7,15,21,0,12.621326,-15.423222,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,95.0158,430,430,430,430
100,2018,7,15,21,0,15.923537,-13.11755,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,155.3609,430,430,430,430
101,2018,7,15,21,0,12.258576,-16.509076,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,89.56,430,430,430,430
102,2018,7,15,21,0,11.348243,-17.236374,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,118.0169,430,430,430,430
103,2018,7,15,21,0,16.324582,-10.514114,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,246.1747,430,430,430,430
104,2018,7,15,21,0,11.759011,-12.040698,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,203.7891,430,430,430,430
105,2018,7,15,21,0,17.60915,-16.466182,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,108.8531,430,430,430,430
106,2018,7,15,21,0,14.575156,-14.485499,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,99.0454,430,430,430,430
107,2018,7,15,21,0,17.798887,-11.043265,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,250.012,430,430,430,430
108,2018,7,15,21,0,10.128385,-16.389382,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,162.779,430,430,430,430
109,2018,7,15,21,0,16.783873,-13.406071,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,159.6653,430,430,430,430
110,2018,7,15,21,0,14.182555,-11.521491,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,200.639,430,430,430,430
111,2018,7,15,21,0,16.112334,-10.362029,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,249.4795,430,430,430,430
112,2018,7,15,21,0,12.613586,-17.618768,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,73.9797,430,430,430,430
113,2018,7,15,21,0,15.538262,-17.598896,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,28.0713,430,430,430,430
114,2018,7,15,21,0,14.521434,-11.122109,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,214.0374,430,430,430,430
115,2018,7,15,21,0,13.176226,-13.190729,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,149.3452,430,430,430,430
116,2018,7,15,21,0,11.371441,-16.738114,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,117.9576,430,430,430,430
117,2018,7,15,21,0,14.848441,-11.084135,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,216.1134,430,430,430,430
118,2018,7,15,21,0,17.998704,-17.75089,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,112.0179,430,430,430,430
119,2018,7,15,21,0,17.367859,-13.911054,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,157.4103,430,430,430,430
120,2018,7,15,21,0,12.794845,-14.820683,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,105.423,430,430,430,430
121,2018,7,15,21,0,14.623116,-15.218425,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,74.027,430,430,430,430
122,2018,7,15,21,0,11.164072,-11.075493,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,242.8662,430,430,430,430
123,2018,7,15,21,0,15.651916,-13.12116,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,152.0822,430,430,430,430
124,2018,7,15,21,0,15.780472,-10.111793,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,255.3135,430,430,430,430
125,2018,7,15,21,0,11.400743,-11.40665,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,229.3404,430,430,430,430
126,2018,7,15,21,0,16.578434,-15.253217,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,102.9417,430,430,430,430
127,2018,7,15,21,0,14.470213,-14.332839,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,104.2353,430,430,430,430
128,2018,7,15,21,0,11.55469,-14.536819,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,141.3542,430,430,430,430
129,2018,7,15,21,0,11.220471,-10.542375,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,258.5363,430,430,430,430
130,2018,7,15,21,0,11.499707,-12.928948,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,183.4039,430,430,430,430
131,2018,7,15,21,0,14.5601,-10.202739,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,246.0081,430,430,430,430
132,2018,7,15,21,0,16.348785,-15.118473,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,101.2571,430,430,430,430
133,2018,7,15,21,0,13.00893,-17.600815,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,60.8276,430,430,430,430
134,2018,7,15,21,0,10.414702,-15.512212,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,159.424,430,430,430,430
135,2018,7,15,21,0,17.598646,-17.603664,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,99.1262,430,430,430,430
136,2018,7,15,21,0,11.413946,-12.910511,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,185.235,430,430,430,430
137,2018,7,15,21,0,12.883695,-16.515384,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,69.0797,430,430,430,430
138,2018,7,15,21,0,17.579079,-17.657845,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,98.0459,430,430,430,430
139,2018,7,15,21,0,14.784477,-14.569849,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,97.0824,430,430,430,430
140,2018,7,15,21,0,12.762703,-16.440552,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,72.6154,430,430,430,430
141,2018,7,15,21,0,11.302475,-14.754981,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,143.6941,430,430,430,430
142,2018,7,15,21,0,16.018767,-14.254186,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,120.5404,430,430,430,430
143,2018,7,15,21,0,16.218529,-10.970701,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,229.6824,430,430,430,430
144,2018,7,15,21,0,11.38485,-10.962786,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,242.9424,430,430,430,430
145,2018,7,15,21,0,14.651229,-14.634898,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,94.0,430,430,430,430
146,2018,7,15,21,0,14.106846,-10.880266,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,222.7285,430,430,430,430
147,2018,7,15,21,0,13.135723,-17.245655,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,55.0364,430,430,430,430
148,2018,7,15,21,0,17.67791,-17.052971,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,104.7855,430,430,430,430
149,2018,7,15,21,0,10.854619,-12.226452,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,215.678,430,430,430,430
150,2018,7,15,21,0,12.486706,-15.680273,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,93.4773,430,430,430,430
151,2018,7,15,21,0,15.196346,-10.868349,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,225.8871,430,430,430,430
152,2018,7,15,21,0,12.764658,-10.742276,14,-5,14,-5,14,-5,14,-5,3430.398117503591,0,0,0,0,7460.2964643454525,0,0,0,0,233.5209,430,430,430,430
