year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Selibaby_t1,Cb_Selibaby_t2,Cb_Selibaby_t3
2004,6,1,22,15,12.49,-9.48,11.32,-10.29,12.62,-7.95,10.29,-9.03,10.74,-8.49,863.0,940.0,5439.0,15087.0,13035.0,9850,17050,62675,4350.0,3125.0,128.0,146.41,167.39,196.47,198.25,0.0,0.0,0.0
2004,6,1,22,30,12.49,-9.48,12.26,-10.02,11.28,-10.38,10.6,-8.58,12.58,-8.09,1417.0,936.0,1470.0,14783.0,5227.0,1500,8175,22625,38725.0,4550.0,122.07,128.0,146.15,164.51,198.0,0.0,0.0,0.0
2004,6,1,22,45,12.31,-9.97,12.58,-9.39,11.23,-10.51,12.58,-8.27,10.56,-8.67,158.0,995.0,1410.0,8603.0,9195.0,900,5800,23350,47700.0,1000.0,121.83,128.0,146.18,159.2,197.85,0.0,0.0,0.0
2004,6,1,23,0,11.14,-10.6,12.58,-9.35,11.23,-7.23,12.08,-7.64,12.26,-10.15,14886.0,9199.0,8959.0,11794.0,10627.0,2000,3800,27100,52000.0,9825.0,119.27,129.45,147.68,186.95,215.37,0.0,0.0,0.0
2004,6,1,23,15,10.96,-10.74,13.25,-7.95,12.31,-10.11,12.04,-10.29,12.8,-7.64,8719.0,14298.0,3240.0,5128.0,16671.0,1475,475,28275,250.0,925.0,119.54,123.55,152.88,157.99,174.43,0.0,0.0,0.0
2004,6,1,23,30,12.08,-10.24,12.85,-7.77,11.14,-11.01,11.82,-9.66,12.4,-10.11,16325.0,9535.0,14283.0,13018.0,9600.0,2900,2900,1325,29950.0,3000.0,116.25,123.66,142.06,143.84,169.53,0.0,0.0,0.0
2004,6,2,0,0,11.32,-9.62,11.05,-11.19,13.21,-8.04,12.08,-8.31,12.17,-10.29,7745.0,5503.0,5738.0,24.0,6097.0,775,35225,3125,1125.0,33300.0,119.2,146.51,155.68,157.1,167.74,0.0,0.0,0.0
2004,6,2,0,15,10.83,-11.37,12.35,-8.85,12.94,-8.49,11.55,-11.14,13.34,-8.09,11655.0,10943.0,8730.0,13039.0,8551.0,3475,850,34075,2775.0,31525.0,129.29,146.29,147.41,152.71,153.31,0.0,0.0,0.0
2004,6,2,0,30,13.61,-7.91,12.26,-8.94,13.07,-8.36,11.64,-11.37,10.74,-11.55,6436.0,3711.0,4364.0,2256.0,7499.0,1925,34075,2475,1000.0,34400.0,124.78,147.19,148.12,154.98,155.63,0.0,0.0,0.0
2004,6,2,0,45,10.51,-10.83,12.89,-8.76,12.26,-9.08,13.07,-8.49,11.77,-11.37,12894.0,4357.0,7985.0,12006.0,1845.0,650,825,29850,1250.0,20725.0,120.03,138.96,143.56,143.76,167.37,0.0,0.0,0.0
2004,6,2,1,0,10.47,-10.83,13.7,-7.37,12.98,-8.76,12.26,-9.21,11.5,-9.53,9828.0,10060.0,10243.0,6008.0,8168.0,2400,10875,350,21875.0,2100.0,136.75,140.01,153.38,169.32,172.12,0.0,0.0,0.0
2004,6,2,1,15,11.19,-11.01,13.57,-7.68,11.73,-10.06,12.98,-8.85,12.26,-9.3,11389.0,9141.0,11828.0,4903.0,8810.0,2700,4350,15175,550.0,575.0,134.24,136.57,137.93,142.86,162.86,0.0,0.0,0.0
2004,6,2,1,30,12.22,-9.48,11.19,-11.05,11.55,-8.31,11.73,-9.79,10.56,-10.83,8468.0,13329.0,10033.0,13892.0,10758.0,18025,1875,1125,2325.0,10675.0,135.37,141.74,142.64,165.66,179.63,0.0,0.0,0.0
2004,6,2,1,45,13.48,-7.91,12.26,-9.48,11.64,-9.88,12.76,-8.94,11.14,-11.05,13582.0,15689.0,14548.0,15706.0,6722.0,7300,4975,3100,1000.0,1875.0,133.87,136.4,142.69,143.61,156.73,0.0,0.0,0.0
2004,6,2,2,0,13.3,-8.72,12.8,-8.99,11.64,-9.84,11.1,-11.01,12.4,-9.48,14220.0,10793.0,11378.0,12447.0,12804.0,4850,800,5250,6075.0,925.0,130.18,132.88,134.2,143.21,145.78,0.0,0.0,0.0
2004,6,2,2,15,11.23,-10.11,12.53,-9.48,11.05,-11.01,12.62,-8.67,13.3,-8.58,10704.0,12792.0,12456.0,11894.0,9399.0,2375,1225,4250,175.0,11525.0,126.57,137.31,146.6,146.76,151.64,0.0,0.0,0.0
2004,6,2,2,30,13.43,-8.49,11.23,-10.11,12.58,-9.3,10.74,-11.37,12.94,-8.58,9840.0,7708.0,12308.0,8907.0,10085.0,2900,1025,4600,13375.0,6375.0,130.91,138.22,143.74,151.64,156.28,0.0,0.0,0.0
2004,6,2,2,45,11.23,-10.15,13.03,-8.63,11.68,-8.94,10.74,-11.37,12.58,-9.21,13585.0,8822.0,5968.0,12563.0,11183.0,2925,3700,14300,4275.0,6650.0,133.12,140.46,150.79,156.28,161.52,0.0,0.0,0.0
2004,6,2,3,0,12.85,-7.14,12.67,-9.17,10.42,-12.94,11.37,-9.97,11.77,-8.76,11872.0,18748.0,20591.0,13048.0,5183.0,3375,13225,7775,8125.0,1750.0,131.89,149.41,163.36,169.86,189.27,0.0,0.0,0.0
2004,6,2,3,15,11.68,-8.85,11.37,-10.06,10.56,-11.5,12.76,-9.17,12.8,-7.19,21835.0,18163.0,21399.0,5015.0,22425.0,3300,12200,325,5525.0,1200.0,130.1,148.03,161.7,163.53,188.79,0.0,0.0,0.0
2004,6,2,3,30,11.41,-10.11,11.91,-9.53,10.69,-9.88,12.85,-9.21,11.64,-8.9,16273.0,14875.0,14819.0,19242.0,16042.0,1875,1050,11800,3900.0,325.0,126.66,142.61,145.34,163.6,171.81,0.0,0.0,0.0
2004,6,2,3,45,11.46,-10.11,11.59,-8.99,12.04,-9.57,13.75,-5.84,10.69,-9.93,14909.0,7606.0,14199.0,17742.0,15945.0,800,11875,1700,625.0,15500.0,137.44,144.45,162.48,171.4,224.96,0.0,0.0,0.0
2004,6,2,4,0,11.55,-10.02,12.98,-5.48,10.65,-9.97,14.38,-5.8,13.66,-5.98,12121.0,13723.0,16408.0,14629.0,12606.0,10375,350,20475,20475.0,3100.0,143.66,172.41,220.74,223.4,243.52,0.0,0.0,0.0
2004,6,2,4,15,12.98,-5.44,11.59,-9.97,12.35,-4.81,11.32,-10.6,13.57,-6.07,14800.0,10398.0,19189.0,3962.0,12933.0,800,7025,31575,2050.0,8450.0,142.34,142.39,218.52,244.47,272.47,0.0,0.0,0.0
2004,6,2,4,30,12.67,-4.76,13.43,-6.29,12.98,-5.39,12.26,-4.4,11.68,-10.02,9817.0,3769.0,4046.0,1909.0,5440.0,3750,44525,1225,4475.0,4625.0,139.29,211.12,246.38,270.69,287.58,0.0,0.0,0.0
2004,6,2,4,45,12.8,-3.73,12.35,-5.03,12.26,-4.45,13.3,-6.65,15.1506,2.8195999999999994,3393.0,2259.0,3133.0,1591.0,0.0,51675,1050,4425,975.0,0.0,200.17,265.0,285.7,304.69,520.0,0.0,0.0,0.0
2004,6,2,5,0,14.47,-5.8,13.3,-6.79,12.26,-4.49,12.4,-5.08,15.1506,2.8195999999999994,4278.0,1911.0,5794.0,4979.0,0.0,32600,14600,1125,4475.0,0.0,196.38,223.09,263.35,284.76,520.0,0.0,0.0,0.0
2004,6,2,5,15,13.12,-6.07,14.56,-5.8,13.34,-6.92,10.02,-11.55,10.06,-12.89,7557.0,9826.0,4830.0,3482.0,3534.0,2100,6650,22950,10150.0,4600.0,181.4,182.39,191.0,222.0,222.73,0.0,0.0,0.0
2004,6,2,5,30,14.65,-5.8,12.98,-5.93,13.3,-7.05,13.25,-5.35,10.06,-12.85,13531.0,4211.0,3564.0,3587.0,5143.0,5400,27025,3425,3950.0,2800.0,182.02,186.94,222.51,228.32,245.49,0.0,0.0,0.0
2004,6,2,5,45,14.24,-6.29,12.89,-7.01,14.73,-5.75,10.2,-12.8,10.11,-12.0,10298.0,11950.0,3283.0,821.0,4233.0,4750,1425,17975,6500.0,250.0,176.74,177.03,193.02,206.19,224.32,0.0,0.0,0.0
2004,6,2,6,0,14.15,-6.56,12.98,-7.14,10.15,-12.8,12.94,-5.8,12.85,-3.28,5026.0,4726.0,3846.0,5205.0,5394.0,5725,20350,7275,1325.0,9575.0,178.89,188.16,197.77,233.38,320.63,0.0,0.0,0.0
2004,6,2,6,15,14.33,-6.52,13.07,-5.62,14.02,-7.01,13.39,-7.73,10.15,-12.98,2501.0,6968.0,2218.0,24.0,1202.0,21975,5600,225,8425.0,1300.0,163.41,180.06,182.99,197.85,237.84,0.0,0.0,0.0
2004,6,2,6,30,12.67,-3.64,14.42,-6.47,13.39,-7.77,14.11,-6.92,10.2,-12.8,2998.0,8535.0,3703.0,2962.0,837.0,20325,5300,475,6350.0,6325.0,162.48,176.74,185.15,199.33,309.89,0.0,0.0,0.0
2004,6,2,6,45,14.47,-6.43,13.39,-7.91,12.44,-6.88,12.8,-7.41,10.24,-12.8,4674.0,8245.0,5902.0,3927.0,5110.0,9525,4650,5900,4525.0,550.0,157.85,175.76,181.57,201.21,204.38,0.0,0.0,0.0
2004,6,2,7,0,12.76,-7.5,14.42,-6.7,13.66,-7.95,14.2,-6.88,10.15,-12.89,4619.0,1677.0,7339.0,4796.0,3455.0,10125,4525,1600,2275.0,2275.0,153.38,178.9,179.45,186.59,191.39,0.0,0.0,0.0
2004,6,2,7,15,14.2,-6.97,13.79,-7.95,12.76,-7.59,13.21,-7.95,14.51,-6.61,2368.0,3690.0,3198.0,9.0,4619.0,5575,2650,2675,5050.0,800.0,152.12,158.4,176.24,182.82,195.03,0.0,0.0,0.0
2004,6,2,7,30,13.16,-8.04,14.29,-6.92,13.93,-7.91,12.67,-6.34,12.49,-7.23,4017.0,3138.0,3896.0,4720.0,4180.0,5725,2175,625,725.0,5400.0,152.61,156.54,184.14,191.94,218.23,0.0,0.0,0.0
2004,6,2,7,45,12.58,-7.41,12.62,-6.29,14.11,-7.64,13.21,-8.09,14.38,-6.88,2940.0,2722.0,18.0,3726.0,2511.0,1575,5700,3725,175.0,2600.0,153.87,159.88,184.84,185.69,219.94,0.0,0.0,0.0
2004,6,2,8,0,12.67,-7.5,13.25,-8.04,14.24,-7.59,12.58,-6.34,15.1506,2.8195999999999994,3283.0,3497.0,2658.0,4673.0,0.0,1975,4975,4275,675.0,0.0,155.26,160.82,180.29,219.42,520.0,0.0,0.0,0.0
2004,6,2,8,15,12.67,-7.5,14.33,-7.64,12.71,-8.58,15.1506,2.8195999999999994,15.1506,2.8195999999999994,3922.0,3508.0,2787.0,0.0,0.0,550,4700,6175,0.0,0.0,147.3,159.3,180.29,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,30,12.76,-7.5,12.71,-8.63,14.38,-7.82,15.1506,2.8195999999999994,15.1506,2.8195999999999994,3702.0,4661.0,1793.0,0.0,0.0,1875,2475,5700,0.0,0.0,146.48,153.06,178.9,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,45,14.47,-7.86,12.76,-8.67,12.8,-7.5,15.1506,2.8195999999999994,15.1506,2.8195999999999994,4478.0,3490.0,5057.0,0.0,0.0,1075,1725,3325,0.0,0.0,143.69,150.62,178.89,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,15,11.28,-5.57,11.91,-3.24,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,56.0,1821.0,0.0,0.0,0.0,20575,15650,0,0.0,0.0,263.6,331.49,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,30,11.28,-5.66,11.95,-3.24,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,395.0,1218.0,0.0,0.0,0.0,2525,17275,0,0.0,0.0,261.02,330.82,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,45,11.32,-5.71,11.95,-3.28,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,325.0,1169.0,0.0,0.0,0.0,3075,18450,0,0.0,0.0,258.79,328.94,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,12,0,11.37,-5.71,11.64,-4.27,11.86,-3.64,15.1506,2.8195999999999994,15.1506,2.8195999999999994,354.0,941.0,1162.0,0.0,0.0,2875,4375,12275,0.0,0.0,257.77,299.53,317.77,520.0,520.0,0.0,0.0,0.0
2004,6,2,12,15,11.37,-5.8,11.55,-4.4,11.86,-3.64,15.1506,2.8195999999999994,15.1506,2.8195999999999994,566.0,877.0,1175.0,0.0,0.0,2850,6000,12200,0.0,0.0,255.19,296.62,317.77,520.0,520.0,0.0,0.0,0.0
2004,6,2,12,30,11.37,-5.84,11.5,-6.79,11.91,-3.69,11.41,-4.63,15.1506,2.8195999999999994,479.0,283.0,1075.0,804.0,0.0,3475,2200,6900,11925.0,0.0,223.57,253.99,291.14,315.55,520.0,0.0,0.0,0.0
2004,6,2,12,45,11.5,-6.79,11.19,-7.19,11.37,-5.89,11.95,-3.78,11.41,-4.67,716.0,558.0,827.0,1339.0,832.0,3600,4725,1325,7800.0,11900.0,218.19,223.57,252.62,290.24,312.03,0.0,0.0,0.0
2004,6,2,13,0,11.19,-7.23,11.37,-5.93,11.37,-5.12,11.55,-6.79,12.0,-3.82,426.0,844.0,637.0,807.0,1418.0,5675,4750,600,11850.0,9850.0,216.64,222.44,250.91,276.06,310.39,0.0,0.0,0.0
2004,6,2,13,15,12.22,-12.58,11.91,-7.28,11.19,-7.23,11.59,-6.79,11.5,-5.21,56.0,388.0,457.0,1027.0,1141.0,15100,1675,6875,175.0,14600.0,103.94,200.81,216.64,221.33,271.06,0.0,0.0,0.0
2004,6,2,13,30,12.26,-12.62,11.23,-7.23,11.59,-5.3,11.91,-7.32,11.59,-6.79,135.0,2491.0,1704.0,2562.0,2266.0,7500,3000,975,4425.0,18425.0,103.16,199.42,215.37,221.33,267.02,0.0,0.0,0.0
2004,6,2,13,45,12.22,-12.62,11.95,-7.32,11.64,-5.39,11.59,-6.79,11.23,-7.28,70.0,1726.0,2661.0,2619.0,2276.0,2875,3925,8425,4500.0,18575.0,105.32,198.86,214.6,221.33,263.43,0.0,0.0,0.0
2004,6,2,14,0,12.22,-12.58,12.0,-7.32,11.23,-7.32,11.68,-5.48,11.59,-6.79,226.0,1960.0,2148.0,2670.0,2194.0,5775,4950,9050,4850.0,18725.0,103.94,197.75,213.05,221.33,260.31,0.0,0.0,0.0
2004,6,2,14,15,12.26,-12.53,11.41,-5.35,12.0,-7.37,11.19,-7.64,11.59,-6.79,245.0,1765.0,2313.0,2740.0,1569.0,5550,5625,9650,3675.0,15675.0,102.59,196.09,206.04,221.33,268.08,0.0,0.0,0.0
2004,6,2,14,30,12.26,-12.49,11.55,-5.44,11.19,-7.73,12.0,-7.41,11.59,-6.79,178.0,2491.0,2403.0,2808.0,1156.0,5075,5850,10250,1600.0,13875.0,102.42,195.26,203.82,221.33,263.53,0.0,0.0,0.0
2004,6,2,14,45,12.26,-12.44,11.23,-7.82,11.59,-6.83,12.0,-7.5,11.59,-5.48,319.0,2580.0,1353.0,2165.0,2882.0,3050,5575,10025,450.0,11025.0,102.11,192.77,200.21,219.67,261.71,0.0,0.0,0.0
2004,6,2,15,0,12.31,-12.44,11.37,-4.9,11.23,-7.91,11.59,-5.53,12.04,-7.5,420.0,2866.0,2081.0,2694.0,1253.0,1525,4825,9075,10500.0,150.0,100.13,191.65,197.34,259.94,283.13,0.0,0.0,0.0
2004,6,2,15,15,11.05,-6.52,11.59,-5.57,12.08,-7.55,11.23,-7.95,15.1506,2.8195999999999994,2487.0,3156.0,1164.0,2012.0,0.0,4325,8175,2150,10475.0,0.0,189.43,196.62,240.2,258.18,520.0,0.0,0.0,0.0
2004,6,2,15,30,11.28,-8.0,11.14,-6.56,11.01,-7.59,12.08,-7.55,11.59,-5.62,2548.0,1442.0,2174.0,1818.0,3066.0,3025,5125,225,3800.0,10650.0,189.43,194.49,210.84,236.22,257.3,0.0,0.0,0.0
2004,6,2,15,45,11.19,-6.61,10.65,-7.19,11.32,-8.0,11.59,-5.62,12.13,-7.5,3292.0,2436.0,1977.0,1834.0,3086.0,500,5675,750,3025.0,10700.0,189.99,193.1,229.94,234.83,257.3,0.0,0.0,0.0
2004,6,2,16,0,12.13,-12.85,11.14,-8.36,11.37,-8.04,11.14,-6.65,10.69,-7.23,492.0,1307.0,1778.0,3259.0,2414.0,2575,5825,5825,2525.0,1275.0,110.16,189.02,191.69,227.85,233.81,0.0,0.0,0.0
2004,6,2,16,15,11.14,-8.4,12.13,-12.76,11.55,-5.57,10.69,-7.28,11.14,-6.7,578.0,471.0,2499.0,3461.0,2283.0,1850,4175,3625,375.0,7950.0,109.14,187.68,226.38,233.0,259.14,0.0,0.0,0.0
2004,6,2,16,30,12.08,-12.71,11.19,-6.7,11.14,-8.45,11.55,-5.62,10.69,-7.32,864.0,2135.0,2841.0,2104.0,2238.0,4525,7250,3600,625.0,5925.0,109.88,187.02,225.66,232.41,258.27,0.0,0.0,0.0
2004,6,2,16,45,11.19,-8.49,10.69,-7.41,11.23,-6.74,11.59,-5.66,10.06,-9.35,1638.0,3045.0,1881.0,2362.0,2646.0,8550,7050,3250,900.0,3475.0,184.2,199.91,223.46,229.61,255.55,0.0,0.0,0.0
2004,6,2,17,0,11.64,-5.75,11.28,-6.74,11.23,-8.54,10.15,-9.26,10.65,-7.46,2839.0,2905.0,3174.0,1853.0,1394.0,9150,6450,2700,1750.0,475.0,182.04,198.65,223.45,229.02,252.44,0.0,0.0,0.0
2004,6,2,17,15,11.28,-8.58,10.65,-7.5,11.32,-6.79,10.24,-9.21,15.1506,2.8195999999999994,2323.0,2879.0,2355.0,2787.0,0.0,9100,7775,1850,1750.0,0.0,179.96,196.98,222.03,227.04,520.0,0.0,0.0,0.0
2004,6,2,17,30,10.2,-9.3,10.92,-8.85,10.65,-7.59,11.37,-6.83,15.1506,2.8195999999999994,1237.0,738.0,2711.0,2756.0,0.0,8325,9050,1125,775.0,0.0,183.81,196.82,219.92,224.24,520.0,0.0,0.0,0.0
2004,6,2,17,45,11.82,-12.98,10.2,-9.35,10.96,-8.9,15.1506,2.8195999999999994,15.1506,2.8195999999999994,969.0,2997.0,1872.0,0.0,0.0,1150,6550,10150,0.0,0.0,122.12,181.6,196.36,520.0,520.0,0.0,0.0,0.0
2004,6,2,18,0,11.82,-12.94,10.2,-9.39,10.96,-8.94,15.1506,2.8195999999999994,15.1506,2.8195999999999994,1527.0,2259.0,1745.0,0.0,0.0,275,5350,10850,0.0,0.0,121.56,180.42,195.44,520.0,520.0,0.0,0.0,0.0
2004,6,2,18,15,11.01,-8.99,10.24,-9.44,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,710.0,956.0,0.0,0.0,0.0,5900,10975,0,0.0,0.0,179.03,193.2,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,18,30,11.01,-8.99,10.24,-9.48,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,675.0,750.0,0.0,0.0,0.0,6250,10775,0,0.0,0.0,179.03,192.3,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,18,45,10.29,-9.53,10.96,-9.03,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,937.0,124.0,0.0,0.0,0.0,6050,1275,0,0.0,0.0,178.68,190.52,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,19,0,10.2,-9.53,10.96,-9.03,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,891.0,629.0,0.0,0.0,0.0,4850,8700,0,0.0,0.0,178.68,193.21,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,19,15,10.2,-9.57,10.92,-9.08,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,676.0,616.0,0.0,0.0,0.0,1825,7275,0,0.0,0.0,179.18,192.78,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,3,16,45,14.38,-12.76,11.86,-12.98,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,59.0,330.0,0.0,0.0,0.0,52550,6450,0,0.0,0.0,34.83,120.21,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,4,18,15,13.79,-9.79,13.97,-9.97,11.41,-12.49,15.1506,2.8195999999999994,15.1506,2.8195999999999994,134.0,106.0,241.0,0.0,0.0,5050,12550,1125,0.0,0.0,84.12,92.28,132.23,520.0,520.0,0.0,0.0,0.0
2004,6,4,18,30,11.46,-12.53,13.93,-9.97,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,251.0,114.0,0.0,0.0,0.0,9275,4050,0,0.0,0.0,84.6,131.53,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,4,18,45,11.5,-12.53,13.93,-10.02,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,358.0,246.0,0.0,0.0,0.0,4150,1925,0,0.0,0.0,83.73,129.55,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,4,19,0,11.68,-12.67,13.93,-10.15,15.1506,2.8195999999999994,15.1506,2.8195999999999994,15.1506,2.8195999999999994,352.0,202.0,0.0,0.0,0.0,17075,3925,0,0.0,0.0,79.92,124.34,520.0,520.0,520.0,0.0,0.0,0.0
