year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Bamako_t1,Cb_Bamako_t2,Cb_Bamako_t3
2004,6,1,19,45,12.04,-8.72,12.26,-5.44,11.5,-5.39,10.56,-8.63,10.78,-7.77,199.0,4639.0,2756.0,2187.0,2339.0,14350,3750,8075,25700.0,14225.0,34.83,66.27,79.06,91.92,100.32,1.0,1.0,0.0
2004,6,1,20,0,12.08,-8.67,11.32,-6.74,10.87,-7.5,10.69,-7.91,10.56,-8.76,498.0,1233.0,2438.0,2878.0,2888.0,13250,3350,825,7025.0,7525.0,32.02,63.7,64.76,70.01,80.78,1.0,1.0,0.0
2004,6,1,20,15,12.17,-8.58,12.13,-5.66,11.37,-6.79,10.56,-8.85,10.69,-7.91,558.0,2454.0,2778.0,2613.0,1929.0,11275,7475,1725,8175.0,15600.0,27.8,61.55,70.01,81.94,84.93,0.0,1.0,0.0
2004,6,1,20,30,12.62,-6.88,12.22,-8.54,10.69,-8.0,11.37,-6.88,12.04,-5.8,771.0,603.0,4443.0,4159.0,7023.0,2875,575,10800,400.0,16800.0,25.0,40.01,58.9,70.06,80.78,0.0,1.0,0.0
2004,6,1,20,45,12.35,-8.4,11.32,-7.01,12.08,-5.89,10.56,-8.9,10.78,-8.18,940.0,2382.0,5627.0,3996.0,4540.0,5400,5025,2200,17000.0,7000.0,18.03,57.43,66.61,76.66,82.76,1.0,1.0,0.0
2004,6,1,21,0,12.4,-8.4,10.56,-8.94,12.0,-6.02,12.49,-4.94,11.37,-7.01,690.0,12311.0,8745.0,7187.0,12241.0,2325,13850,19375,11450.0,14150.0,17.49,56.4,73.68,83.19,109.11,1.0,1.0,0.0
2004,6,1,21,15,12.76,-7.19,11.95,-6.11,12.53,-4.94,11.23,-7.37,10.51,-8.94,1217.0,12258.0,7460.0,12613.0,12035.0,300,15475,20650,11550.0,15150.0,29.27,54.23,70.23,84.1,109.04,1.0,1.0,0.0
2004,6,1,21,30,10.47,-8.94,12.17,-7.05,12.58,-4.85,12.8,-7.14,11.23,-7.46,9437.0,8981.0,9649.0,3919.0,9298.0,375,2075,37925,10200.0,9200.0,30.59,37.12,52.81,86.33,112.02,1.0,1.0,0.0
2004,6,1,21,45,11.95,-8.94,10.42,-8.94,10.83,-8.27,11.23,-7.55,12.67,-7.77,13292.0,451.0,11085.0,8488.0,8112.0,5875,2450,43025,4100.0,4850.0,8.06,43.01,51.92,66.1,87.24,1.0,1.0,0.0
2004,6,1,22,0,13.21,-3.33,12.62,-7.82,12.26,-7.01,11.73,-5.84,12.62,-4.81,12219.0,14216.0,15296.0,16230.0,11994.0,10775,40600,5675,7700.0,425.0,6.08,37.34,82.46,114.0,168.32,1.0,0.0,0.0
2004,6,1,22,15,12.62,-7.95,11.77,-5.71,13.34,-3.51,12.62,-4.85,10.74,-8.49,5439.0,15087.0,10735.0,13658.0,10881.0,62675,4350,3000,7525.0,1275.0,1.41,70.88,86.73,112.0,162.93,1.0,0.0,0.0
2004,6,1,22,30,10.6,-8.58,12.35,-6.29,11.32,-7.23,10.38,-8.76,12.58,-8.09,14783.0,8754.0,8334.0,5227.0,13969.0,38725,20300,2950,4550.0,4550.0,3.61,53.24,60.83,76.84,86.38,1.0,0.0,0.0
2004,6,1,22,45,12.58,-8.27,10.56,-8.67,11.23,-7.23,11.68,-6.25,12.71,-6.74,8603.0,15144.0,9582.0,10962.0,9195.0,47700,850,12650,350.0,1000.0,10.44,45.1,55.9,69.84,79.71,1.0,0.0,0.0
2004,6,1,23,0,14.29,-4.32,12.49,-5.03,11.23,-7.23,12.08,-7.64,12.13,-5.8,11794.0,10627.0,13916.0,9754.0,50.0,52000,9825,625,3775.0,2400.0,23.32,55.9,80.05,105.12,145.1,1.0,0.0,0.0
2004,6,1,23,15,13.25,-7.95,11.14,-7.37,12.0,-7.68,12.8,-7.64,13.12,-6.92,16671.0,5128.0,10667.0,16850.0,8671.0,925,250,22375,24575.0,8675.0,14.32,21.1,25.08,42.54,57.58,1.0,0.0,0.0
2004,6,1,23,30,12.85,-7.77,11.1,-7.46,12.13,-5.84,14.42,-4.09,12.0,-7.86,9600.0,16540.0,12723.0,13094.0,13416.0,3000,45450,7300,900.0,4200.0,10.63,23.35,57.57,78.1,154.43,1.0,0.0,0.0
2004,6,1,23,45,12.08,-6.56,12.0,-8.04,11.05,-7.46,13.07,-7.91,13.57,-6.97,12731.0,9093.0,16850.0,3790.0,11030.0,2475,32700,5775,275.0,4600.0,15.52,23.19,50.33,53.85,59.48,1.0,0.0,0.0
2004,6,2,0,0,13.7,-6.92,13.39,-6.65,12.49,-6.52,13.21,-8.04,12.08,-8.31,5738.0,6097.0,3748.0,969.0,3562.0,3125,33300,875,3775.0,450.0,20.02,23.32,52.24,53.76,55.47,0.0,0.0,0.0
2004,6,2,0,15,12.35,-8.85,12.53,-6.43,12.94,-8.49,13.79,-6.88,13.34,-8.09,10943.0,13039.0,8730.0,9341.0,11150.0,850,2775,34075,925.0,2800.0,19.72,25.08,32.89,56.14,57.98,0.0,0.0,0.0
2004,6,2,0,30,12.58,-6.97,13.75,-6.7,13.61,-7.91,12.26,-8.94,13.07,-8.36,4364.0,2256.0,17.0,3711.0,1825.0,2475,1000,3175,34075.0,1250.0,19.21,34.23,36.12,36.77,61.07,0.0,0.0,0.0
2004,6,2,0,45,12.67,-4.09,12.89,-8.76,13.61,-7.41,12.58,-6.92,13.07,-8.49,12006.0,4357.0,11323.0,10735.0,1488.0,1250,825,800,2625.0,28350.0,22.67,28.16,38.05,40.5,139.0,0.0,0.0,1.0
2004,6,2,1,0,12.58,-4.14,11.5,-8.22,12.62,-6.52,13.7,-7.37,12.98,-8.76,9828.0,4475.0,8168.0,6983.0,1172.0,2400,13725,2100,1675.0,32850.0,29.55,42.2,43.57,53.01,138.01,0.0,0.0,1.0
2004,6,2,1,15,12.62,-7.01,13.57,-7.68,12.98,-8.85,11.82,-7.23,11.55,-8.36,11389.0,7437.0,8810.0,12777.0,14566.0,2700,400,575,850.0,12175.0,32.31,35.01,35.11,38.95,41.44,0.0,0.0,1.0
2004,6,2,1,30,14.69,-4.4,12.53,-4.4,12.44,-3.24,11.55,-8.31,13.03,-8.81,10821.0,10758.0,1275.0,904.0,1482.0,2950,10675,20600,3400.0,14025.0,30.87,41.11,128.04,149.09,170.11,0.0,0.0,1.0
2004,6,2,1,45,12.53,-4.54,13.48,-7.91,14.51,-5.21,11.64,-7.95,12.76,-8.94,6722.0,15689.0,12462.0,11349.0,1307.0,1875,4975,8325,650.0,18400.0,29.27,33.24,36.0,120.65,123.04,0.0,0.0,0.0
2004,6,2,2,0,11.59,-7.95,13.3,-8.72,12.8,-8.99,11.68,-8.36,13.52,-7.86,15419.0,10793.0,11378.0,14582.0,9144.0,1750,800,5250,250.0,5575.0,31.58,33.97,35.36,36.77,38.0,0.0,0.0,1.0
2004,6,2,2,15,12.58,-4.99,11.59,-7.77,11.59,-8.94,12.62,-8.67,13.3,-8.58,12456.0,12792.0,8895.0,11621.0,1139.0,4250,1225,2450,1900.0,8600.0,24.02,30.48,38.47,51.66,107.02,0.0,0.0,1.0
2004,6,2,2,30,13.43,-8.49,11.77,-8.27,12.94,-8.58,12.67,-7.19,11.59,-7.68,12308.0,13376.0,7708.0,12263.0,14299.0,4600,175,1025,850.0,2600.0,22.36,29.02,31.91,32.89,38.33,0.0,0.0,1.0
2004,6,2,2,45,13.03,-8.63,11.68,-8.94,11.59,-7.64,12.49,-5.12,12.71,-7.19,8822.0,17065.0,12556.0,11183.0,13797.0,3700,675,2850,6650.0,13875.0,25.55,29.15,38.6,49.5,102.12,0.0,0.0,1.0
2004,6,2,3,0,12.85,-7.14,12.53,-5.17,14.29,-5.93,11.59,-7.59,11.77,-8.76,5183.0,19548.0,20591.0,16826.0,11902.0,1750,900,7775,5325.0,16125.0,30.81,39.22,41.77,94.81,101.08,0.0,0.0,0.0
2004,6,2,3,15,11.68,-8.85,12.98,-5.08,13.88,-5.48,14.11,-6.11,12.8,-7.19,22425.0,5015.0,20234.0,19001.0,13298.0,1200,5525,2900,5725.0,11350.0,29.61,47.42,86.4,101.08,104.69,0.0,0.0,0.0
2004,6,2,3,30,12.98,-5.17,14.15,-6.11,13.75,-5.8,12.35,-4.85,11.64,-8.9,19242.0,12276.0,14163.0,8668.0,15626.0,3900,14475,14475,8050.0,6050.0,48.84,87.01,88.1,101.71,112.45,0.0,0.0,0.0
2004,6,2,3,45,12.31,-4.9,11.59,-8.99,13.75,-5.84,14.11,-5.17,12.94,-5.35,14199.0,15945.0,20471.0,14045.0,17677.0,1700,15500,4775,6975.0,1625.0,53.04,87.21,95.63,110.55,114.49,0.0,1.0,0.0
2004,6,2,4,0,12.67,-3.78,12.98,-5.48,12.31,-4.9,14.38,-5.8,13.66,-5.98,16408.0,12606.0,14629.0,14004.0,12583.0,20475,3100,20475,8500.0,11875.0,81.39,90.8,100.6,110.55,151.0,0.0,1.0,0.0
2004,6,2,4,15,12.98,-5.44,12.35,-4.81,12.71,-3.73,13.03,-2.34,13.57,-6.07,19189.0,3962.0,12933.0,13428.0,14787.0,31575,2050,8450,10275.0,10675.0,77.39,91.79,113.44,152.03,203.48,0.0,1.0,0.0
2004,6,2,4,30,12.67,-4.76,13.43,-6.29,12.76,-3.73,12.98,-5.39,12.26,-4.4,3769.0,4046.0,1909.0,5440.0,3810.0,44525,1225,4475,4625.0,3875.0,67.12,93.77,115.0,128.66,152.08,0.0,1.0,0.0
2004,6,2,4,45,12.8,-3.73,12.35,-5.03,12.26,-4.45,13.3,-6.65,13.25,-2.25,3393.0,2259.0,3133.0,1591.0,3727.0,51675,1050,4425,975.0,4600.0,53.23,105.48,126.67,152.12,207.17,0.0,0.0,0.0
2004,6,2,5,0,14.47,-5.8,12.53,-2.2,13.3,-6.79,12.26,-4.49,12.4,-5.08,4278.0,1911.0,5794.0,4979.0,4141.0,32600,14600,1125,4475.0,7300.0,49.65,102.45,104.31,125.67,207.02,0.0,1.0,0.0
2004,6,2,5,15,12.22,-4.54,13.12,-6.07,14.56,-5.8,14.29,-4.99,13.34,-6.92,4830.0,3482.0,3534.0,3546.0,2388.0,22950,10150,4600,5625.0,2975.0,46.32,71.06,105.0,123.47,123.91,0.0,1.0,0.0
2004,6,2,5,30,12.17,-4.58,14.65,-5.8,12.98,-5.93,13.3,-7.05,13.25,-5.35,4211.0,3587.0,5143.0,3564.0,3142.0,27025,3950,2800,3425.0,150.0,41.05,74.97,97.51,106.96,122.05,0.0,1.0,0.0
2004,6,2,5,45,14.24,-6.29,12.98,-5.75,12.89,-7.01,14.6,-5.03,14.73,-5.75,3283.0,2025.0,821.0,4233.0,3587.0,17975,2850,6500,250.0,3000.0,36.14,80.89,83.55,110.45,127.32,1.0,1.0,0.0
2004,6,2,6,0,14.15,-6.56,12.85,-2.16,12.98,-7.14,12.94,-5.8,12.85,-3.28,4726.0,3846.0,5205.0,5394.0,4140.0,20350,7275,1325,9575.0,2550.0,33.24,74.95,79.76,169.19,209.15,1.0,0.0,0.0
2004,6,2,6,15,14.33,-6.52,12.67,-3.64,13.07,-5.62,14.02,-7.01,13.39,-7.73,2501.0,2218.0,24.0,1202.0,889.0,21975,225,8425,1300.0,9775.0,27.86,60.61,79.98,86.31,156.0,1.0,0.0,0.0
2004,6,2,6,30,12.67,-3.64,12.89,-3.24,14.42,-6.47,13.39,-7.77,14.11,-6.92,2998.0,3703.0,2962.0,837.0,963.0,20325,475,6350,6325.0,6325.0,27.51,65.6,84.29,156.0,170.24,1.0,0.0,0.0
2004,6,2,6,45,12.67,-6.47,14.47,-6.43,13.39,-7.91,12.44,-6.88,12.8,-7.41,5902.0,4674.0,5110.0,3052.0,3927.0,5900,9525,550,1200.0,4525.0,21.84,26.31,40.61,54.01,86.37,0.0,0.0,0.0
2004,6,2,7,0,12.71,-6.38,12.76,-7.5,14.42,-6.7,13.66,-7.95,14.2,-6.88,1677.0,4619.0,34.0,4796.0,3455.0,4525,10125,5075,2275.0,2275.0,17.46,36.12,57.04,69.2,79.2,1.0,0.0,0.0
2004,6,2,7,15,14.2,-6.97,13.79,-7.95,12.76,-7.59,13.21,-7.95,12.71,-6.34,3198.0,3690.0,2368.0,3797.0,9.0,2675,2650,5575,7425.0,5050.0,14.56,20.1,40.11,59.08,66.03,1.0,0.0,0.0
2004,6,2,7,30,13.16,-8.04,14.29,-6.92,13.93,-7.91,12.67,-6.34,12.49,-7.23,3138.0,4720.0,4017.0,4180.0,3896.0,2175,725,5725,5400.0,625.0,18.03,27.46,45.28,59.01,70.46,1.0,0.0,0.0
2004,6,2,7,45,12.58,-7.41,12.58,-0.72,12.62,-6.29,14.11,-7.64,14.38,-6.88,18.0,2722.0,2511.0,3726.0,2309.0,3725,5700,2600,175.0,17975.0,20.22,52.89,60.01,74.06,261.01,1.0,0.0,0.0
2004,6,2,8,0,12.67,-7.5,12.31,-1.71,13.25,-8.04,14.24,-7.59,12.58,-6.34,2658.0,3283.0,3497.0,4673.0,3136.0,4275,1975,4975,675.0,4225.0,17.03,21.02,58.24,59.03,225.27,0.0,0.0,0.0
2004,6,2,8,15,12.67,-7.5,11.73,-1.08,14.33,-7.64,12.71,-8.58,12.31,-1.8,2787.0,3922.0,3508.0,4031.0,3428.0,6175,550,4700,3575.0,750.0,17.03,21.1,60.88,222.27,250.06,0.0,0.0,0.0
2004,6,2,8,30,12.76,-7.5,12.31,-1.98,10.96,-1.17,12.71,-8.63,14.38,-7.82,1793.0,3702.0,4661.0,2632.0,2797.0,5700,1875,2475,2725.0,1225.0,17.46,22.09,61.66,215.28,251.03,0.0,0.0,0.0
2004,6,2,8,45,12.26,-2.2,10.96,-1.22,14.47,-7.86,12.76,-8.67,12.8,-7.5,5057.0,4478.0,3490.0,2769.0,3453.0,3325,1075,1725,1650.0,1125.0,18.97,24.33,64.38,207.41,250.06,0.0,0.0,0.0
2004,6,2,9,0,11.82,-0.59,12.49,-1.75,12.62,-0.77,12.22,-2.29,12.6392,6.9971,3329.0,2287.0,3141.0,2162.0,0.0,1600,750,7725,12775.0,0.0,204.48,223.06,259.0,266.58,520.0,0.0,0.0,1.0
2004,6,2,9,15,11.64,-2.47,12.71,-0.77,11.77,-0.54,13.52,-7.01,12.6392,6.9971,4607.0,2628.0,2777.0,3066.0,0.0,575,1525,5500,7175.0,0.0,47.51,200.08,259.02,268.68,520.0,0.0,0.0,1.0
2004,6,2,9,30,12.76,-0.81,12.49,-1.93,11.73,-0.5,11.64,-2.56,12.6392,6.9971,3361.0,2160.0,2092.0,2973.0,0.0,175,500,3350,6500.0,0.0,197.13,217.06,257.05,270.9,520.0,0.0,0.0,1.0
2004,6,2,9,45,12.49,-1.98,11.68,-0.45,12.76,-0.86,12.6392,6.9971,12.6392,6.9971,1211.0,3235.0,1947.0,0.0,0.0,550,525,4225,0.0,0.0,215.06,256.05,272.13,520.0,520.0,0.0,0.0,0.0
2004,6,2,10,0,11.68,-3.1,11.73,-0.45,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,1918.0,2173.0,0.0,0.0,0.0,4275,1525,0,0.0,0.0,177.29,271.89,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,15,11.28,-5.57,11.91,-3.24,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,56.0,1821.0,0.0,0.0,0.0,20575,15650,0,0.0,0.0,97.62,171.98,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,30,11.28,-5.66,11.95,-3.24,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,395.0,1218.0,0.0,0.0,0.0,2525,17275,0,0.0,0.0,95.02,171.69,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,11,45,11.32,-5.71,11.95,-3.28,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,325.0,1169.0,0.0,0.0,0.0,3075,18450,0,0.0,0.0,92.78,169.71,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,12,0,11.37,-5.71,11.64,-4.27,11.86,-3.64,12.6392,6.9971,12.6392,6.9971,354.0,941.0,1162.0,0.0,0.0,2875,4375,12275,0.0,0.0,91.79,136.56,157.33,520.0,520.0,0.0,1.0,0.0
2004,6,2,12,15,11.37,-5.8,11.55,-4.4,11.86,-3.64,12.6392,6.9971,12.6392,6.9971,566.0,877.0,1175.0,0.0,0.0,2850,6000,12200,0.0,0.0,89.19,132.85,157.33,520.0,520.0,0.0,1.0,0.0
2004,6,2,12,30,11.37,-5.84,11.5,-6.79,11.91,-3.69,11.41,-4.63,12.6392,6.9971,479.0,283.0,1075.0,804.0,0.0,3475,2200,6900,11925.0,0.0,58.69,87.98,126.53,155.19,520.0,0.0,1.0,0.0
2004,6,2,12,45,11.5,-6.79,11.19,-7.19,11.37,-5.89,11.95,-3.78,11.41,-4.67,716.0,558.0,827.0,1339.0,832.0,3600,4725,1325,7800.0,11900.0,58.59,58.69,86.61,125.59,151.91,0.0,0.0,0.0
2004,6,2,13,0,11.19,-7.23,11.37,-5.93,11.37,-5.12,11.55,-6.79,12.0,-3.82,844.0,426.0,637.0,807.0,1418.0,4750,5675,600,11850.0,9850.0,57.31,57.7,84.91,110.57,150.62,0.0,0.0,0.0
2004,6,2,13,15,11.91,-7.28,11.19,-7.23,11.59,-6.79,11.5,-5.21,12.04,-3.87,388.0,1027.0,457.0,1141.0,1199.0,1675,175,6875,14600.0,8300.0,36.12,55.97,57.7,105.85,148.49,0.0,0.0,0.0
2004,6,2,13,30,11.23,-7.23,12.08,-3.87,11.59,-5.3,11.91,-7.32,11.59,-6.79,2491.0,1704.0,2562.0,2266.0,2037.0,3000,975,4425,18425.0,3425.0,34.71,55.9,55.97,101.95,148.22,0.0,0.0,0.0
2004,6,2,13,45,11.95,-7.32,12.08,-3.87,11.64,-5.39,11.59,-6.79,11.23,-7.28,1726.0,2661.0,2619.0,2276.0,2080.0,3925,8425,4500,18575.0,1450.0,33.97,55.46,55.97,98.43,148.22,0.0,0.0,0.0
2004,6,2,14,0,12.0,-7.32,11.23,-7.32,11.68,-5.48,11.59,-6.79,12.6392,6.9971,1960.0,2148.0,2670.0,2194.0,0.0,4950,9050,4850,18725.0,0.0,32.53,54.63,55.97,95.27,520.0,1.0,0.0,0.0
2004,6,2,14,15,11.41,-5.35,12.0,-7.37,11.19,-7.64,11.59,-6.79,12.6392,6.9971,1765.0,2313.0,2740.0,1569.0,0.0,5625,9650,3675,15675.0,0.0,31.14,53.15,55.97,102.46,520.0,1.0,0.0,0.0
2004,6,2,14,30,11.55,-5.44,11.19,-7.73,12.0,-7.41,11.59,-6.79,12.6392,6.9971,2491.0,2403.0,2808.0,1156.0,0.0,5850,10250,1600,13875.0,0.0,30.48,52.61,55.97,98.09,520.0,1.0,0.0,0.0
2004,6,2,14,45,11.23,-7.82,11.59,-6.83,11.41,-4.85,12.0,-7.5,11.59,-5.48,2580.0,1353.0,2165.0,2882.0,2457.0,5575,10025,450,11025.0,475.0,28.6,51.16,54.49,96.38,119.04,0.0,0.0,0.0
2004,6,2,15,0,11.37,-4.9,11.23,-7.91,11.59,-5.53,12.04,-7.5,12.6392,6.9971,2866.0,2081.0,2694.0,1253.0,0.0,4825,9075,10500,150.0,0.0,27.02,50.01,94.54,117.92,520.0,0.0,0.0,0.0
2004,6,2,15,15,11.05,-6.52,11.59,-5.57,12.08,-7.55,11.23,-7.95,12.6392,6.9971,2487.0,3156.0,1164.0,2012.0,0.0,4325,8175,2150,10475.0,0.0,25.0,50.0,76.49,92.7,520.0,0.0,0.0,0.0
2004,6,2,15,30,11.28,-8.0,11.14,-6.56,11.01,-7.59,12.08,-7.55,11.59,-5.62,2548.0,1442.0,2174.0,1818.0,3066.0,3025,5125,225,3800.0,10650.0,25.0,49.04,59.23,72.18,91.79,0.0,0.0,0.0
2004,6,2,15,45,11.19,-6.61,10.65,-7.19,11.32,-8.0,11.59,-5.62,12.13,-7.5,3292.0,2436.0,1834.0,1977.0,3086.0,500,5675,3025,750.0,10700.0,24.76,47.04,70.77,75.61,91.79,0.0,0.0,0.0
2004,6,2,16,0,11.14,-8.36,11.37,-8.04,11.55,-5.57,11.14,-6.65,10.69,-7.23,1778.0,1307.0,2414.0,3259.0,2306.0,5825,5825,1275,2525.0,9900.0,46.1,56.04,70.18,73.39,93.52,0.0,0.0,0.0
2004,6,2,16,15,11.14,-8.4,11.55,-5.57,10.69,-7.28,11.14,-6.7,12.6392,6.9971,471.0,3461.0,2499.0,2283.0,0.0,4175,375,3625,7950.0,0.0,56.61,69.53,72.73,93.52,520.0,0.0,0.0,0.0
2004,6,2,16,30,11.19,-6.7,11.14,-8.45,11.55,-5.62,10.69,-7.32,12.6392,6.9971,2135.0,2104.0,2841.0,2238.0,0.0,7250,625,3600,5925.0,0.0,56.92,68.77,72.42,92.61,520.0,0.0,0.0,0.0
2004,6,2,16,45,11.19,-8.49,10.69,-7.41,11.23,-6.74,11.59,-5.66,12.6392,6.9971,1638.0,2362.0,1881.0,2646.0,0.0,8550,900,3250,3475.0,0.0,55.71,65.95,72.28,89.96,520.0,0.0,0.0,0.0
2004,6,2,17,0,11.64,-5.75,11.28,-6.74,11.23,-8.54,10.65,-7.46,12.6392,6.9971,2839.0,1853.0,3174.0,1394.0,0.0,9150,1750,2700,475.0,0.0,54.23,65.19,73.01,86.82,520.0,0.0,0.0,0.0
2004,6,2,17,15,11.28,-8.58,10.65,-7.5,11.32,-6.79,12.6392,6.9971,12.6392,6.9971,2323.0,2787.0,2355.0,0.0,0.0,9100,1750,1850,0.0,0.0,54.13,63.03,72.57,520.0,520.0,0.0,0.0,0.0
2004,6,2,17,30,10.92,-8.85,10.65,-7.59,11.37,-6.83,12.6392,6.9971,12.6392,6.9971,2756.0,1237.0,2711.0,0.0,0.0,775,8325,1125,0.0,0.0,60.21,70.24,72.01,520.0,520.0,0.0,0.0,0.0
2004,6,6,14,45,17.34,-4.76,15.77,-2.34,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,102.0,140.0,0.0,0.0,0.0,675,11775,0,0.0,0.0,203.21,231.77,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,6,15,0,17.3,-4.72,15.68,-2.43,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,221.0,232.0,0.0,0.0,0.0,11475,10800,0,0.0,0.0,203.0,227.71,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,6,15,15,15.59,-2.52,17.25,-4.81,12.6392,6.9971,12.6392,6.9971,12.6392,6.9971,360.0,225.0,0.0,0.0,0.0,3325,900,0,0.0,0.0,199.61,222.77,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,6,15,30,15.54,-2.61,16.67,-5.62,17.16,-4.85,12.6392,6.9971,12.6392,6.9971,443.0,466.0,353.0,0.0,0.0,225,13925,14975,0.0,0.0,166.74,196.01,219.65,520.0,520.0,0.0,0.0,0.0
