year,month,day,hour,minute,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,lat5,lon5,wp1,wp2,wp3,wp4,wp5,size1,size2,size3,size4,size5,ds1,ds2,ds3,ds4,ds5,Cb_Dakar_t1,Cb_Dakar_t3,Cb_Dakar_t6
2004,6,1,23,30,12.08,-10.24,11.14,-11.01,11.82,-9.66,12.4,-10.11,14.716677,-2.4676860000000005,13018.0,9535.0,16325.0,14283.0,0.0,29950,2900.0,2900.0,1325.0,0.0,245.46,257.85,258.72,279.73,520.0,0.0,0.0,0.0
2004,6,2,0,0,11.32,-9.62,11.05,-11.19,12.08,-8.31,12.17,-10.29,10.29,-11.64,5503.0,8239.0,7745.0,24.0,6097.0,35225,2225.0,775.0,1125.0,33300.0,242.33,243.94,254.61,286.53,322.25,0.0,0.0,0.0
2004,6,2,0,15,10.83,-11.37,12.35,-8.85,12.94,-8.49,11.55,-11.14,10.33,-11.73,11655.0,13823.0,8551.0,8730.0,10943.0,3475,3375.0,31525.0,34075.0,850.0,235.26,240.35,240.74,301.53,310.47,0.0,0.0,0.0
2004,6,2,0,30,12.26,-8.94,13.07,-8.36,11.64,-11.37,10.74,-11.55,14.716677,-2.4676860000000005,6436.0,7499.0,3711.0,4364.0,0.0,1925,34400.0,34075.0,2475.0,0.0,226.77,237.5,299.45,314.5,520.0,0.0,0.0,0.0
2004,6,2,0,45,10.51,-10.83,10.38,-11.82,12.89,-8.76,12.26,-9.08,11.77,-11.37,12894.0,3198.0,1845.0,7985.0,4357.0,650,17150.0,20725.0,29850.0,825.0,225.4,236.62,261.82,294.64,301.04,0.0,0.0,0.0
2004,6,2,1,0,10.47,-10.83,12.98,-8.76,12.26,-9.21,11.5,-9.53,10.2,-11.91,11828.0,6008.0,10243.0,10060.0,9828.0,26150,21875.0,350.0,10875.0,2400.0,238.19,262.93,287.47,289.84,300.27,0.0,0.0,0.0
2004,6,2,1,15,11.19,-11.01,11.73,-10.06,12.98,-8.85,12.26,-9.3,10.42,-10.87,4903.0,12095.0,9141.0,11828.0,11389.0,550,7825.0,4350.0,15175.0,2700.0,244.97,262.67,266.85,286.97,297.32,0.0,0.0,0.0
2004,6,2,1,30,12.22,-9.48,11.19,-11.05,13.03,-8.81,11.73,-9.79,10.56,-10.83,10033.0,13892.0,13329.0,8468.0,10821.0,1125,2325.0,1875.0,18025.0,2950.0,244.1,261.55,276.13,281.81,299.1,0.0,0.0,0.0
2004,6,2,1,45,10.6,-10.78,12.26,-9.48,11.64,-9.88,12.76,-8.94,11.14,-11.05,15706.0,11139.0,14548.0,13582.0,15689.0,1000,700.0,3100.0,7300.0,4975.0,244.6,261.31,274.47,281.22,296.0,0.0,0.0,0.0
2004,6,2,2,0,11.28,-10.02,12.8,-8.99,11.64,-9.84,11.1,-11.01,12.4,-9.48,12804.0,11275.0,12447.0,14220.0,11378.0,925,1475.0,6075.0,4850.0,5250.0,246.47,274.21,275.39,279.8,293.83,0.0,0.0,0.0
2004,6,2,2,15,11.23,-10.11,12.53,-9.48,11.05,-11.01,13.3,-8.58,10.42,-11.41,11894.0,14770.0,9399.0,10704.0,12792.0,175,9250.0,11525.0,2375.0,1225.0,246.97,247.2,272.37,278.47,305.33,0.0,0.0,0.0
2004,6,2,2,30,11.23,-10.11,12.58,-9.3,10.74,-11.37,11.59,-8.94,10.2,-12.53,12891.0,10085.0,8907.0,9840.0,11001.0,14900,6375.0,13375.0,2900.0,3400.0,222.04,242.42,272.37,284.99,305.95,0.0,0.0,0.0
2004,6,2,2,45,11.23,-10.15,11.68,-8.94,10.47,-12.85,10.74,-11.37,12.58,-9.21,11767.0,12563.0,5968.0,13585.0,11183.0,10425,4275.0,14300.0,2925.0,6650.0,207.89,242.42,270.57,287.89,304.92,0.0,0.0,0.0
2004,6,2,3,0,12.67,-9.17,10.42,-12.94,11.37,-9.97,11.77,-8.76,14.716677,-2.4676860000000005,13048.0,18748.0,11872.0,20591.0,0.0,8125,13225.0,3375.0,7775.0,0.0,206.49,274.77,288.14,310.22,520.0,0.0,0.0,0.0
2004,6,2,3,15,11.68,-8.85,10.38,-13.07,11.37,-10.06,10.56,-11.5,12.76,-9.17,13057.0,21399.0,18163.0,21835.0,5015.0,5650,325.0,12200.0,3300.0,5525.0,204.5,241.81,272.04,288.2,307.75,0.0,0.0,0.0
2004,6,2,3,30,11.41,-10.11,11.91,-9.53,10.69,-9.88,12.85,-9.21,10.29,-13.21,20835.0,14819.0,14875.0,16273.0,16042.0,1150,11800.0,1050.0,1875.0,325.0,204.04,269.39,283.4,285.59,287.31,0.0,0.0,0.0
2004,6,2,3,45,11.46,-10.11,11.59,-8.99,12.04,-9.57,10.69,-9.93,14.716677,-2.4676860000000005,7606.0,14909.0,17742.0,14199.0,0.0,11875,800.0,625.0,1700.0,0.0,268.97,279.87,286.43,304.07,520.0,0.0,0.0,0.0
2004,6,2,4,0,11.55,-10.02,10.65,-9.97,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,12121.0,13723.0,0.0,0.0,0.0,10375,350.0,0.0,0.0,0.0,271.41,285.66,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,4,15,11.59,-9.97,11.32,-10.6,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14800.0,10398.0,0.0,0.0,0.0,800,7025.0,0.0,0.0,0.0,255.81,271.54,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,5,15,10.02,-11.55,10.06,-12.89,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,9826.0,7557.0,0.0,0.0,0.0,6650,2100.0,0.0,0.0,0.0,216.67,251.86,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,5,45,10.2,-12.8,10.11,-12.0,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10298.0,11950.0,0.0,0.0,0.0,4750,1425.0,0.0,0.0,0.0,215.72,237.93,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,6,15,10.15,-12.98,10.02,-13.7,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10282.0,6968.0,0.0,0.0,0.0,2625,5600.0,0.0,0.0,0.0,200.64,212.43,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,6,30,10.2,-12.8,10.11,-13.7,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,8666.0,8535.0,0.0,0.0,0.0,1650,5300.0,0.0,0.0,0.0,198.21,215.72,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,6,45,10.24,-12.8,10.47,-13.52,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,8289.0,8245.0,0.0,0.0,0.0,2650,4650.0,0.0,0.0,0.0,192.31,215.0,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,7,0,10.51,-13.57,10.15,-12.89,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,681.0,7339.0,0.0,0.0,0.0,3075,1600.0,0.0,0.0,0.0,190.26,214.45,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,7,30,13.16,-8.04,10.65,-13.66,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,5610.0,3138.0,0.0,0.0,0.0,1500,2175.0,0.0,0.0,0.0,185.15,324.87,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,7,45,13.21,-8.09,10.47,-14.83,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,9442.0,2940.0,0.0,0.0,0.0,1950,1575.0,0.0,0.0,0.0,166.88,322.59,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,0,13.25,-8.04,10.47,-14.83,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,9137.0,3283.0,0.0,0.0,0.0,3225,1975.0,0.0,0.0,0.0,166.88,324.42,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,15,12.71,-8.58,10.56,-14.87,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,4137.0,3922.0,0.0,0.0,0.0,5150,550.0,0.0,0.0,0.0,164.18,308.15,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,30,10.69,-14.92,12.71,-8.63,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,2992.0,3702.0,0.0,0.0,0.0,6600,1875.0,0.0,0.0,0.0,159.3,307.17,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,8,45,12.76,-8.67,10.33,-14.96,10.78,-14.96,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10421.0,9668.0,4478.0,0.0,0.0,2300,500.0,1075.0,0.0,0.0,155.31,169.06,304.8,520.0,520.0,0.0,0.0,0.0
2004,6,2,9,0,10.96,-14.38,10.78,-14.96,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10542.0,3502.0,0.0,0.0,0.0,2575,475.0,0.0,0.0,0.0,155.31,161.01,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,9,15,11.05,-14.38,10.47,-15.27,10.78,-14.96,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10701.0,932.0,6802.0,0.0,0.0,3400,900.0,800.0,0.0,0.0,155.31,158.6,160.85,520.0,520.0,0.0,0.0,0.0
2004,6,2,9,30,11.1,-14.42,10.87,-14.96,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,9783.0,9089.0,0.0,0.0,0.0,5925,1525.0,0.0,0.0,0.0,152.69,156.4,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,9,45,10.92,-15.0,11.19,-14.42,10.65,-15.36,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,660.0,10727.0,4500.0,0.0,0.0,2925,2450.0,1375.0,0.0,0.0,150.84,153.63,154.01,520.0,520.0,0.0,0.0,0.0
2004,6,2,10,0,11.28,-14.42,10.69,-15.36,11.01,-15.05,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,7664.0,6349.0,7097.0,0.0,0.0,2150,950.0,2600.0,0.0,0.0,146.86,151.65,152.71,520.0,520.0,0.0,0.0,0.0
2004,6,2,10,15,11.14,-15.05,10.74,-15.36,11.37,-14.42,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,1373.0,9945.0,9647.0,0.0,0.0,1150,150.0,2525.0,0.0,0.0,143.39,149.16,150.88,520.0,520.0,0.0,0.0,0.0
2004,6,2,10,30,10.83,-15.41,11.23,-15.09,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,8042.0,6485.0,0.0,0.0,0.0,425,2875.0,0.0,0.0,0.0,139.43,147.33,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,13,15,12.22,-12.58,10.24,-16.98,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10201.0,56.0,0.0,0.0,0.0,5575,15100.0,0.0,0.0,0.0,156.08,180.71,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,13,30,12.26,-12.62,10.24,-17.07,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,10015.0,135.0,0.0,0.0,0.0,4675,7500.0,0.0,0.0,0.0,156.01,179.36,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,13,45,12.22,-12.62,10.38,-17.12,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,121.0,70.0,0.0,0.0,0.0,9875,2875.0,0.0,0.0,0.0,152.0,179.41,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,14,0,10.42,-17.12,12.22,-12.58,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,146.0,226.0,0.0,0.0,0.0,10725,5775.0,0.0,0.0,0.0,150.0,180.71,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,14,15,10.51,-17.16,12.26,-12.53,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,211.0,245.0,0.0,0.0,0.0,2175,5550.0,0.0,0.0,0.0,147.0,182.02,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,14,30,12.26,-12.49,10.56,-17.21,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,292.0,178.0,0.0,0.0,0.0,7800,5075.0,0.0,0.0,0.0,145.01,182.92,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,14,45,10.6,-17.21,12.0,-13.03,12.26,-12.44,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,181.0,247.0,319.0,0.0,0.0,1250,700.0,3050.0,0.0,0.0,144.01,171.42,184.7,520.0,520.0,0.0,0.0,0.0
2004,6,2,15,0,10.69,-17.25,12.04,-13.07,12.31,-12.44,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,145.0,406.0,420.0,0.0,0.0,9950,4775.0,1525.0,0.0,0.0,141.06,169.5,183.81,520.0,520.0,0.0,0.0,0.0
2004,6,2,15,45,11.46,-13.61,12.26,-13.48,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,646.0,594.0,0.0,0.0,0.0,12500,1850.0,0.0,0.0,0.0,153.39,166.35,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,2,16,0,12.13,-12.85,11.82,-13.66,11.14,-8.36,11.37,-8.04,14.716677,-2.4676860000000005,799.0,492.0,1307.0,1778.0,0.0,14525,2575.0,5825.0,5825.0,0.0,157.11,173.91,330.35,338.76,520.0,0.0,0.0,0.0
2004,6,2,16,15,11.77,-13.7,11.14,-8.4,12.13,-12.76,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,456.0,578.0,471.0,0.0,0.0,17675,1850.0,4175.0,0.0,0.0,156.85,177.37,328.5,520.0,520.0,0.0,0.0,0.0
2004,6,2,16,30,11.68,-13.84,12.08,-12.71,11.14,-8.45,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,706.0,864.0,2135.0,0.0,0.0,19925,4525.0,7250.0,0.0,0.0,155.05,178.73,327.57,520.0,520.0,0.0,0.0,0.0
2004,6,2,16,45,11.73,-13.93,11.19,-8.49,10.06,-9.35,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,741.0,3045.0,1638.0,0.0,0.0,19625,7050.0,8550.0,0.0,0.0,151.49,314.71,324.97,520.0,520.0,0.0,0.0,0.0
2004,6,2,17,0,11.82,-13.12,12.44,-13.75,11.23,-8.54,10.15,-9.26,14.716677,-2.4676860000000005,932.0,496.0,2905.0,2839.0,0.0,19600,1975.0,6450.0,9150.0,0.0,142.58,171.47,315.79,323.3,520.0,0.0,0.0,0.0
2004,6,2,17,15,11.37,-13.88,12.44,-13.79,11.86,-13.03,11.28,-8.58,10.24,-9.21,1419.0,1167.0,1682.0,2879.0,2323.0,7300,11025.0,2425.0,7775.0,9100.0,141.74,161.23,173.62,316.06,321.08,0.0,0.0,0.0
2004,6,2,17,30,10.2,-9.3,10.92,-8.85,11.28,-13.88,11.82,-13.03,12.49,-13.79,1741.0,1514.0,1527.0,738.0,1237.0,6200,5725.0,1425.0,9050.0,8325.0,140.66,163.38,174.75,313.56,316.89,0.0,0.0,0.0
2004,6,2,17,45,11.82,-12.98,12.31,-14.29,12.53,-13.79,11.91,-14.56,11.28,-13.97,1368.0,1549.0,1395.0,1654.0,969.0,575,1475.0,5350.0,8650.0,1150.0,130.1,132.28,140.13,161.32,175.57,0.0,0.0,0.0
2004,6,2,18,0,11.28,-14.02,11.95,-14.6,11.82,-12.94,10.2,-9.39,12.58,-13.79,1360.0,1900.0,1248.0,1527.0,1745.0,7025,3350.0,5875.0,275.0,10850.0,130.86,139.09,159.96,177.23,310.96,0.0,0.0,0.0
2004,6,2,18,15,11.01,-8.99,10.24,-9.44,12.22,-14.51,11.28,-14.06,12.58,-13.79,1347.0,1982.0,1939.0,956.0,710.0,9250,1850.0,4275.0,10975.0,5900.0,125.99,139.09,159.29,309.1,312.02,0.0,0.0,0.0
2004,6,2,18,30,11.01,-8.99,10.24,-9.48,12.13,-14.6,11.23,-14.15,12.58,-13.79,1676.0,2104.0,1720.0,750.0,675.0,11150,675.0,3425.0,10775.0,6250.0,125.87,139.09,158.8,307.36,312.02,0.0,0.0,0.0
2004,6,2,18,45,10.29,-9.53,10.96,-9.03,12.04,-14.69,11.23,-14.15,14.716677,-2.4676860000000005,1309.0,1743.0,124.0,937.0,0.0,12900,3525.0,1275.0,6050.0,0.0,126.62,158.8,305.13,310.6,520.0,0.0,0.0,0.0
2004,6,2,19,0,10.2,-9.53,10.96,-9.03,11.19,-14.2,11.95,-14.74,14.716677,-2.4676860000000005,1604.0,1432.0,629.0,891.0,0.0,14850,3600.0,8700.0,4850.0,0.0,127.48,159.02,306.65,310.6,520.0,0.0,0.0,0.0
2004,6,2,19,15,10.2,-9.57,10.92,-9.08,11.1,-14.29,12.31,-14.92,14.716677,-2.4676860000000005,2055.0,1756.0,616.0,676.0,0.0,17625,3675.0,7275.0,1825.0,0.0,114.56,159.46,305.79,309.61,520.0,0.0,0.0,0.0
2004,6,2,19,30,10.2,-9.62,12.31,-14.87,11.1,-14.29,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,1603.0,1751.0,604.0,0.0,0.0,18800,3350.0,6750.0,0.0,0.0,115.26,159.46,304.07,520.0,520.0,0.0,0.0,0.0
2004,6,2,19,45,10.2,-9.66,12.4,-14.87,11.1,-14.24,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,847.0,1037.0,133.0,0.0,0.0,18775,10125.0,10300.0,0.0,0.0,113.15,160.08,302.35,520.0,520.0,0.0,0.0,0.0
2004,6,2,20,0,10.2,-9.7,11.1,-14.24,11.32,-14.06,12.49,-14.83,12.49,-14.11,1508.0,1742.0,1404.0,1000.0,550.0,15975,15975.0,1925.0,1925.0,2650.0,112.54,131.49,158.55,160.08,301.5,0.0,0.0,0.0
2004,6,3,16,30,11.82,-12.98,11.37,-13.43,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,270.0,225.0,0.0,0.0,0.0,175,6300.0,0.0,0.0,0.0,172.82,175.57,520.0,520.0,520.0,0.0,0.0,0.0
2004,6,3,16,45,14.38,-12.76,13.84,-13.75,11.86,-12.98,11.41,-13.52,14.716677,-2.4676860000000005,199.0,59.0,396.0,330.0,0.0,1875,52550.0,950.0,6450.0,0.0,126.15,158.26,169.25,174.45,520.0,0.0,0.0,0.0
2004,6,3,17,0,13.88,-13.75,14.38,-12.8,11.86,-13.03,11.5,-13.61,14.716677,-2.4676860000000005,63.0,143.0,484.0,479.0,0.0,52650,9350.0,2725.0,8600.0,0.0,125.93,157.26,165.01,173.62,520.0,0.0,0.0,0.0
2004,6,3,17,15,13.88,-13.79,14.42,-12.8,11.5,-13.66,14.716677,-2.4676860000000005,14.716677,-2.4676860000000005,143.0,201.0,408.0,0.0,0.0,16625,2725.0,15400.0,0.0,0.0,124.74,157.16,163.53,520.0,520.0,0.0,0.0,0.0
2004,6,3,17,30,13.88,-13.84,14.38,-12.98,11.55,-13.75,12.4,-13.12,14.716677,-2.4676860000000005,163.0,203.0,304.0,651.0,0.0,12525,3475.0,8275.0,8325.0,0.0,122.78,151.27,160.64,162.01,520.0,0.0,0.0,0.0
2004,6,3,17,45,14.42,-13.03,13.88,-13.88,12.49,-13.16,11.59,-13.79,14.716677,-2.4676860000000005,365.0,190.0,704.0,429.0,0.0,6200,2975.0,8600.0,8750.0,0.0,121.81,149.16,158.55,158.82,520.0,0.0,0.0,0.0
2004,6,3,18,0,14.56,-12.8,13.88,-13.93,12.49,-13.16,11.64,-13.88,14.716677,-2.4676860000000005,281.0,538.0,198.0,477.0,0.0,6075,10125.0,2075.0,10050.0,0.0,119.85,155.67,157.01,158.82,520.0,0.0,0.0,0.0
2004,6,3,18,15,13.48,-13.84,12.31,-13.3,11.64,-14.02,14.56,-12.8,14.716677,-2.4676860000000005,232.0,446.0,532.0,236.0,0.0,8975,10975.0,8975.0,10900.0,0.0,125.87,152.04,157.01,157.95,520.0,0.0,0.0,0.0
2004,6,3,18,30,13.61,-13.34,11.68,-14.06,12.98,-14.38,13.43,-13.88,12.49,-13.52,963.0,974.0,555.0,1013.0,924.0,625,9225.0,225.0,12150.0,11600.0,115.6,125.25,141.65,148.35,149.93,0.0,0.0,0.0
2004,6,3,18,45,14.24,-13.84,13.7,-13.39,13.03,-14.38,13.43,-13.93,11.5,-14.83,665.0,526.0,783.0,865.0,623.0,12475,1700.0,5775.0,2150.0,1400.0,115.1,121.81,123.37,137.41,138.97,0.0,0.0,0.0
